Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],L>200 (S1),19 max (S1) [µg/m3],Perc. 99.8 (S1) [µg/m3],Number of measurements,Completeness [%],Summer/Winter Number
2020,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,NO2,1g,11.137095331,0,112.797,0,71.896,73.6644,8613,98.05,1.01
2020,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,NO2,1g,6.492850619,0.00478,66.5764,0,31.9092,31.9235,8472,96.44,1.02
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocAlWisn,NO2,1g,46.91563451,2.15737,176.097,0,137.648,138.196,8618,98.37,1.02
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocBartni,NO2,1g,13.396651056,0,85.0203,0,62.8549,62.9537,8646,98.69,1
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,NO2,1g,19.71661969,0,130.626,0,86.4729,86.6679,8605,98.23,1.02
2021,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,NO2,1g,17.988705362,1.80578,107.096,0,75.8204,76.1353,8694,99.24,1.01
2021,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,NO2,1g,13.038805962,0,105.35,0,74.8081,75.2707,8687,99.16,1
2021,dolnośląskie,PL0204,strefa dolnośląska,DsCzerStraza,NO2,1g,4.644290385,0,44.3382,0,24.8194,25.2798,8574,97.87,0.99
2021,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,NO2,1g,10.293832927,0.0871,69.0073,0,53.3963,54.0305,8668,98.94,1
2021,dolnośląskie,PL0204,strefa dolnośląska,DsKlodzSzkol,NO2,1g,13.398711357,0,90.1274,0,67.0953,68.6743,8643,98.66,1
2021,dolnośląskie,PL0204,strefa dolnośląska,DsOlawZolnAK,NO2,1g,14.255766183,1.17985,75.0757,0,57.8204,57.851,8688,99.17,1.01
2021,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,NO2,1g,6.997821306,0.3585,52.179,0,40.707,40.9465,8586,98.01,1
2021,dolnośląskie,PL0204,strefa dolnośląska,DsTrzebniMaj,NO2,1g,12.989286274,1.77601,67.4537,0,53.1173,53.7933,8615,98.34,0.99
2021,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,NO2,1g,24.988898431,2.90569367,142.8773055,0,91.69125902,92.45565357,8560,97.71,0.97
2021,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,NO2,1g,17.902245056,0.43977546,90.88251804,0,70.06046512,70.62221331,8684,99.13,0.99
2021,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,NO2,1g,14.347067749,0.1,93.0627907,0,68.6297514,68.86503609,8639,98.61,1.03
2021,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruKaszow,NO2,1g,17.905686933,0.24659182,127.2,0,83,83.6,8649,98.73,0.99
2021,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclKalis,NO2,1g,14.541650335,0.10569367,122.5869286,0,91.4287089,91.4287089,8752,99.9,1.01
2021,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,NO2,1g,24.623568864,1.56142743,110.1,0,81.3,81.6,8715,99.48,1.01
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,NO2,1g,10.569490438,0.4,69.3,0,53.1,54.6,7242,82.67,1.03
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudPilsud,NO2,1g,15.600067759,0.3,76,0,62.12742582,62.42510024,8442,96.36,0.94
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowSolank,NO2,1g,12.550204436,0.09206095,80.6,0,70.43761026,70.53560545,8617,98.36,1.04
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,NO2,1g,9.097165995,0.5,69.56728148,0,47.8,48.55469126,7405,84.53,0.75
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpNaklWawrzy,NO2,1g,14.11665674,0,96.67393745,0,73.3063352,73.60946271,8517,97.22,0.96
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpSolecRowecMOB,NO2,1g,11.730157012,0.6,68.2,0,54.3,54.3,8629,98.5,1.02
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,NO2,1g,4.632774782,0,41.31251002,0,31.48636728,31.5329591,8367,95.51,0.93
2021,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,NO2,1g,16.96502193,1,92,0,72.4,73.9,8208,93.69,1.14
2021,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,NO2,1g,13.658348512,1,99.3,0,72.1,72.8,8235,94,1.05
2021,lubelskie,PL0602,strefa lubelska,LbFlorianRPN,NO2,1g,5.105787301,0.13391,38.31739,0,24.16119,24.37162,8623,98.43,1
2021,lubelskie,PL0602,strefa lubelska,LbJarczWolaM,NO2,24g,7.784444444,0.7,25.6,,,,360,98.63,1.01
2021,lubelskie,PL0602,strefa lubelska,LbPulaKarpin,NO2,1g,11.716624569,0.2,110.6,0,58.7,58.8,8710,99.42,1
2021,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,NO2,1g,12.647954501,0.286,101.2,0,62.4,63,8198,93.58,1.13
2021,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,NO2,1g,17.239124632,1.12787,88.6653,0,74.303,75.1836,8405,95.94,1.07
2021,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,NO2,1g,14.247170233,0.8,108.403,0,80.0098,81.7199,8656,98.81,1
2021,lubuskie,PL0803,strefa lubuska,LuGubinAnderMOB,NO2,1g,6.809295859,0.0547,56.6961,0,36.7442,37.2739,8551,97.61,1.02
2021,lubuskie,PL0803,strefa lubuska,LuSmolBytnic,NO2,1g,4.262097926,0.08174,26.6304,0,21.2992,21.5862,8454,96.5,1.07
2021,lubuskie,PL0803,strefa lubuska,LuSulecDudka,NO2,1g,7.822864549,0.2,54.3428,0,31.5,32,8608,98.26,1
2021,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,NO2,1g,17.933766772,1.6,86.6,0,62.1,62.2,8640,98.63,1.01
2021,lubuskie,PL0803,strefa lubuska,LuZarySzyman,NO2,1g,15.014836939,1.98836,101.195,0,74.6346,76.2036,8582,97.96,0.99
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,NO2,1g,21.227178139,2.6,111.3,0,82.4,86.2,8746,99.84,1.01
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzJanPaw,NO2,1g,28.390387704,1.3,137.1,0,115.2,115.8,8718,99.52,1
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,NO2,1g,17.683013241,0.6,88,0,69.5,69.7,8383,95.69,1.02
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,NO2,1g,16.604301449,1.3,94.6,0,66.4,66.8,8625,98.45,0.99
2021,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,NO2,1g,9.435221011,0.8,80.1,0,49.5,49.7,8529,97.36,0.97
2021,łódzkie,PL1002,strefa łódzka,LdKutn1Maja7MOB,NO2,1g,16.505628561,1.6,108.7,0,70.6,71.4,8599,98.16,1
2021,łódzkie,PL1002,strefa łódzka,LdLaskNarutoMOB,NO2,1g,15.109420876,0.5,99.1,0,71.6,71.7,8651,98.75,1.01
2021,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,NO2,1g,10.175988169,1.1,63.5,0,53.1,53.2,8576,97.89,1.02
2021,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,NO2,1g,20.105284553,1.9,113.8,0,86.7,88.4,8610,98.28,1
2021,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,NO2,1g,18.71936088,1.3,103.5,0,80.7,82.7,8543,97.52,1.03
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,NO2,1g,50.018823361,5.22985,179.892,0,133.684,134.857,8689,99.18,1
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,NO2,1g,28.959603246,1.44728,156.489,0,107.445,108.114,8648,98.72,1.01
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,NO2,1g,22.983384089,1.99167,124.575,0,84.7043,85.4452,8662,98.88,1
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakDietla,NO2,1g,33.064551233,3.6806,201.812,1,124.188,124.188,8754,99.93,1.01
2021,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,NO2,1g,18.532832693,0.71063,88.9634,0,80.1108,81.461,8662,98.88,1.01
2021,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,NO2,1g,26.877081766,1.15631,135.213,0,96.2317,96.8289,8449,96.44,1.03
2021,małopolskie,PL1203,strefa małopolska,MpKaszowLisz,NO2,1g,16.42422512,0.97939,90.8025,0,79.0157,79.436,8692,99.22,1
2021,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,NO2,1g,16.080288304,1.88704,118.742,0,68.4974,69.1374,8609,98.27,0.99
2021,małopolskie,PL1203,strefa małopolska,MpSkawOsOgro,NO2,1g,18.007445895,1.43045,92.3593,0,67.9354,68.0061,8556,97.67,1.02
2021,małopolskie,PL1203,strefa małopolska,MpSzarowSpok,NO2,1g,15.601025565,0.71966,82.4481,0,67.0704,67.5209,8730,99.65,1
2021,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,NO2,1g,5.102792075,0.16001,48.0889,0,32.5916,33,8568,97.8,1
2021,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,NO2,1g,16.926801895,1.35393,94.8062,0,65.7968,66.0576,8677,99.05,1
2021,małopolskie,PL1203,strefa małopolska,MpZakopaSien,NO2,1g,16.966182064,0.717,137.87,0,85.6459,86.3507,8654,98.78,1.01
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,NO2,1g,42.929099028,2.660064,147.014,0,119.6536,120.693,8671,98.98,1.02
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarChrosci,NO2,1g,21.058304914,0.81347233,121.9523657,0,87.81451484,87.95557338,8639,98.61,1.01
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,NO2,1g,20.06072291,0.02670409,109.0152366,0,84.79815557,85.16142743,8725,99.6,1.01
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,NO2,1g,18.848763817,0.54001604,110.4376905,0,84.13416199,84.53448276,8712,99.45,1.01
2021,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,NO2,1g,12.940119935,1.3,91.6,0,56.37,56.4,8588,98.03,1
2021,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,NO2,1g,14.033863137,0.24667201,103.9295108,0,60.3947073,61.32036889,8634,98.56,1.03
2021,mazowieckie,PL1403,miasto Radom,MzRadTochter,NO2,1g,17.873387801,0.13336006,101.025421,0,80.95356856,81.76896552,8172,93.28,1.12
2021,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,NO2,1g,9.369048143,0.1,54.9,0,45,45.3,8537,97.45,1.03
2021,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,NO2,1g,7.024862005,0.00016039,53.56680032,0,44.81339214,45.16150762,8198,93.58,0.98
2021,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,NO2,1g,5.835499858,0.02670409,55.67361668,0,38.10064154,38.28107458,8695,99.25,1
2021,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,NO2,1g,14.170347788,0.04001604,89.88035285,0,61.50465116,61.65404972,8678,99.06,1.01
2021,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,NO2,1g,16.164733882,1.39334403,137.322935,0,93.44025662,93.72734563,8596,98.12,0.98
2021,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,NO2,1g,22.023865769,0.66672013,119.9618284,0,96.03456295,96.22101043,8520,97.26,1
2021,opolskie,PL1602,strefa opolska,OpBrzegPoprz,NO2,1g,14.472485364,0.49013,95.4602,0,66.5763,67.0006,8373,95.58,1.1
2021,opolskie,PL1602,strefa opolska,OpKKozBSmial,NO2,1g,14.232583167,0.3,73.4766,0,59.7542,60.0915,8598,98.15,1.02
2021,opolskie,PL1602,strefa opolska,OpOlesSlowac,NO2,1g,16.002361597,1.4,81.8868,0,63.0122,64.5423,8570,97.83,1.05
2021,podkarpackie,PL1801,miasto Rzeszów,PkRzeszPilsu,NO2,1g,27.927356327,1.66532,131.532,0,99.3279,99.4228,8525,97.31,1.02
2021,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,NO2,1g,12.185796707,0.0154,109,0,73.6302,74.0617,8622,98.42,1
2021,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,NO2,1g,11.350421318,0.92888,99.5622,0,56.9148,56.9183,8702,99.33,1
2021,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,NO2,1g,3.521127324,0.01434,40.9835,0,27.8981,29.3689,8559,97.7,1.02
2021,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,NO2,1g,13.765856373,0.38814,108.999,0,73.8282,73.9926,8600,98.17,0.99
2021,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,NO2,1g,9.340151695,0.01009,85.2317,0,51.9878,52.1514,8684,99.13,1
2021,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,NO2,1g,12.669341718,0.51148,183.035,0,73.1915,74.9882,8637,98.59,1
2021,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,NO2,1g,12.569886627,0,111.3,0,68.9,69.1,8644,98.67,0.99
2021,podlaskie,PL2002,strefa podlaska,PdAugustowUz,NO2,1g,8.770035563,0,96.9,0,64.6,64.7,8717,99.5,1
2021,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,NO2,1g,2.816175242,0,21,0,16.2,16.2,8377,95.62,1.08
2021,podlaskie,PL2002,strefa podlaska,PdGrajewoWPoMOB,NO2,1g,10.697514098,0.1,107.4,0,67.7,69.8,8689,99.18,1.02
2021,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,NO2,1g,12.870623487,0.1,109.3,0,73,73.2,8677,99.05,1.02
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczkow,NO2,1g,17.312229111,1.95339,107.68,0,89.5374,90.7458,8562,97.73,0.99
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPowWars,NO2,1g,18.016579369,1.96407,110.423,0,86.8688,87.621,8595,98.11,1
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwole,NO2,1g,15.863435739,1.9678,115.659,0,74.6164,74.7167,8523,97.29,1.02
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPorebsk,NO2,1g,10.434099537,1.95339,78.0685,0,53.4003,53.4545,8582,97.96,1
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzafran,NO2,1g,14.242307602,1.95903,108.001,0,82.5337,82.539,8632,98.53,1.01
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBiPlowc,NO2,1g,14.365957394,1.97966,91.088,0,69.6927,69.9217,8599,98.16,1
2021,pomorskie,PL2202,strefa pomorska,PmChojPlEmsdMOB,NO2,1g,13.062363581,0.25347,85.441,0,66.5586,67.6772,8698,99.29,1.02
2021,pomorskie,PL2202,strefa pomorska,PmLebaRabka1,NO2,24g,4.673684211,0.7,24,,,,361,98.9,0.99
2021,pomorskie,PL2202,strefa pomorska,PmLinieKosci,NO2,1g,4.881103958,0.05739,46.8643,0,31.3371,31.5571,8686,99.15,1
2021,pomorskie,PL2202,strefa pomorska,PmMalMickiew,NO2,1g,11.594430155,0.21521,75.3472,0,55.0832,55.3394,8704,99.36,1.01
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlDabroTysia,NO2,1g,21.820981531,1.63544,99.7217,0,77.0033,77.1752,8332,95.11,1.02
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,NO2,1g,25.731229531,2.82232,105.224,0,89.9951,90.1545,8660,98.85,0.99
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,NO2,1g,49.339314467,2.81154,137.968,0,123.352,123.482,8703,99.34,1
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlSosnoLubel,NO2,1g,21.245711252,2.32467,100.119,0,73.5631,74.2589,8648,98.72,1.02
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlTychyTolst,NO2,1g,20.366943737,2.5403,96.2639,0,77.9052,79.8316,8654,98.78,0.99
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,NO2,1g,19.590146759,0.1621,97.5348,0,73.9147,74.0534,8735,99.71,1
2021,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,NO2,1g,20.926357826,2.38734,103.706,0,75.5601,76.184,8577,97.91,1.03
2021,śląskie,PL2403,miasto Bielsko-Biała,SlBielPartyz,NO2,1g,28.085844105,2.00356,109.327,0,86.1626,86.2183,8745,99.82,1
2021,śląskie,PL2404,miasto Częstochowa,SlCzestoArmK,NO2,1g,34.572294242,3.5765,147.57,0,115.741,115.759,8729,99.64,1
2021,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,NO2,1g,16.578028788,0.98521,94.319,0,73.7703,74.9817,8724,99.58,1.01
2021,śląskie,PL2405,strefa śląska,SlGoczaUzdroMOB,NO2,1g,15.501959058,1.64971,83.1294,0,64.3742,64.7626,8612,98.31,1.01
2021,śląskie,PL2405,strefa śląska,SlRaciborzWPMOB,NO2,1g,18.128483012,0.70213,99.8839,0,78.7128,78.7128,8754,99.93,1.01
2021,śląskie,PL2405,strefa śląska,SlUstronSana,NO2,1g,12.462663863,1.34743,77.7005,0,65.494,65.9035,8626,98.47,1.03
2021,śląskie,PL2405,strefa śląska,SlWodzGalczy,NO2,1g,18.738687339,1.83446,92.867,0,73.8611,74.525,8651,98.75,1.03
2021,śląskie,PL2405,strefa śląska,SlZlotPotLes,NO2,1g,8.582729757,0.35478,61.7863,0,45.8917,45.9496,8701,99.32,0.99
2021,śląskie,PL2405,strefa śląska,SlZywieKoper,NO2,1g,16.586809814,1.7054,87.1167,0,67.4028,67.8537,8691,99.21,1
2021,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,NO2,1g,23.371401214,0,161.76,0,101.2,102.08,8564,97.76,1
2021,świętokrzyskie,PL2601,miasto Kielce,SkKielWarsz1,NO2,1g,28.370660543,0.5,118.5,0,95.4,97.3,7403,84.5,1.13
2021,świętokrzyskie,PL2602,strefa świętokrzyska,SkGoluUjWody,NO2,1g,7.716655576,0,49.5,0,36.4,36.6,8716,99.49,1
2021,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,NO2,1g,16.487428441,0,99,0,73,73,8734,99.7,1
2021,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,NO2,1g,11.869836857,-0.04641,83.4859,0,63.4896,63.736,8650,98.74,1.01
2021,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,NO2,1g,12.614087686,0.5906,97.3284,0,68.8745,69.0779,8731,99.66,1.01
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmBiskupMickMOB,NO2,1g,9.519429502,0.04302,100.964,0,64.2836,65.093,8697,99.28,1.01
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,NO2,1g,10.468019217,0.00159,112.701,0,72.5436,73.5787,8732,99.68,1
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,NO2,1g,8.391819676,0.38771,77.0626,0,49.1389,49.3344,8665,98.91,1.02
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,NO2,1g,13.147601799,0.38399,92.7681,0,69.9914,70.2697,8738,99.74,1
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,NO2,1g,3.86710709,0.14157,35.1966,0,21.9014,22.0176,8676,99.04,1.01
2021,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,NO2,1g,23.091599279,0.96503,129.32,0,108.525,109.899,8645,98.68,1
2021,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,NO2,1g,17.627604778,0.64993,112.929,0,77.6135,77.8313,8662,98.88,1.01
2021,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,NO2,1g,15.809820954,1.68022,109.589,0,70.705,71.6102,8646,98.69,1
2021,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,NO2,1g,12.41145033,-0.54419,83.4544,0,63.118,63.3189,8615,98.34,0.99
2021,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,NO2,1g,15.475940854,0.2655,76.2128,0,57.7618,58.0806,8633,98.55,1.01
2021,wielkopolskie,PL3003,strefa wielkopolska,WpKozieosLes,NO2,1g,16.039259939,2.00355,74.2964,0,58.3247,59.8071,8533,97.4,0.98
2021,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,NO2,1g,8.610682967,0.08854,48.5551,0,38.2187,38.652,8445,96.4,0.96
2021,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,NO2,1g,13.068517813,0.145,86.5233,0,66.0119,67.5777,8646,98.69,1
2021,wielkopolskie,PL3003,strefa wielkopolska,WpSzamotKollMOB,NO2,1g,10.73348468,0.01912,57.7164,0,47.16,49.8469,7227,82.5,1.55
2021,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndrze,NO2,1g,14.334610013,0.00319,97.1907,0,74.0879,74.5473,8743,99.8,1.01
2021,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPilsud,NO2,1g,22.547540702,1.13498,135.304,0,88.1974,89.1491,8616,98.35,1.01
2021,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,NO2,1g,20.294652662,0.00744,121.436,0,87.8798,87.9828,8610,98.28,1.01
2021,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszChopin,NO2,1g,12.668039924,1.69695,80.7881,0,57.8025,57.8673,8731,99.66,1.01
2021,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpKolKasprowMOB,NO2,1g,8.84828353,0.02496,75.3679,0,49.0274,50.2192,8193,93.52,1.14
2021,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,NO2,1g,13.22994975,0.30724,106.438,0,79.154,81.1009,8598,98.15,1
2021,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,NO2,1g,7.481731095,0.00212,46.844,0,35.0023,36.0099,8539,97.47,1.02
