Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [µg/m3],Winter mean [µg/m3],Min [µg/m3],Max [µg/m3],L>350 (S1),25 max (S1) [µg/m3],Perc. 99.7 (S1) [µg/m3],L>125 (S24),4 max (S24) [µg/m3],Perc. 99.2 (S24) [µg/m3],Number of measurements,Completeness [%],Summer/Winter Number
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,SO2,1g,3.709678111,4.144644885,-0.00991,30.7826,0,16.8028,16.6507,0,10.034444583,10.034444583,8722,99.56,1.01
2017,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,SO2,1g,2.543894906,2.821157343,-0.02808,31.8814,0,16.2611,16.1574,0,8.708708333,8.708708333,8474,96.73,1.01
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,SO2,1g,3.108686588,3.250453982,-0.04749,24.1912,0,12.3471,12.2245,0,7.986769583,7.986769583,8187,93.45,1.01
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,SO2,1g,0.562201164,0.963864434,0,17.9845,0,10.7433,10.6827,0,5.34761625,5.34761625,8431,96.24,1.06
2017,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,SO2,1g,3.158665923,4.710299749,0.68066,38.0435,0,19.4461,19.1263,0,13.557821667,13.557821667,8546,97.55,1.02
2017,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,SO2,1g,6.995513204,10.481378391,-0.39841,117.783,0,60.3276,59.8329,0,30.079908333,30.079908333,8610,98.28,1.01
2017,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,SO2,1g,4.618054316,6.337465779,0,95.2751,0,35.7254,34.9279,0,22.464543333,22.464543333,8615,98.34,1.01
2017,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,SO2,1g,3.037229843,4.294751632,7e-05,51.0983,0,24.8986,24.4555,0,18.17308625,18.17308625,8583,97.97,1
2017,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,SO2,1g,3.555209088,4.481874542,0.09317,83.5674,0,28.0065,27.7495,0,14.158043333,14.158043333,8642,98.65,1.01
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,SO2,1g,3.928953474,6.398973806,-0.01556,51.3825,0,26.6437,26.1082,0,19.658569565,19.658569565,8624,98.44,1
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,SO2,1g,2.566651194,3.591735372,0.1355,30.2294,0,18.0721,17.9344,0,13.67042875,13.67042875,8632,98.53,1
2017,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,SO2,1g,3.01665815,3.352270412,-0.04541,37.5282,0,19.6493,19.1426,0,9.865832609,9.865832609,8623,98.43,1
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,SO2,1g,2.310195962,3.425796647,0.00211,87.5775,0,25.2518,24.2221,0,10.017419565,10.017419565,8608,98.26,1.01
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,SO2,1g,2.112441696,3.224255261,0.00875,33.0005,0,17.9058,17.5232,0,9.994223333,9.994223333,8614,98.33,1
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,SO2,1g,4.674416146,4.480597828,0.00296,420.731,1,63.8366,59.2456,0,22.38114,22.38114,8614,98.33,1
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,SO2,1g,2.670565311,3.160675986,0.00907,75.812,0,23.0126,22.7136,0,10.877955833,10.877955833,8594,98.1,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsCzerStraza,SO2,1g,2.95673167,3.619442472,0,24.0353,0,15.7671,15.7388,0,9.2007,9.2007,8247,94.14,1.09
2018,dolnośląskie,PL0204,strefa dolnośląska,DsDzialoszyn,SO2,1g,3.785521137,3.587747851,0.12339,63.9782,0,23.3275,22.9631,0,10.390078333,10.390078333,8446,96.41,0.96
2018,dolnośląskie,PL0204,strefa dolnośląska,DsDziePilsud,SO2,1g,4.979605308,8.363723448,0,41.664,0,34.7061,34.2943,0,20.323366667,20.323366667,8682,99.1,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,SO2,1g,4.37906053,6.56626972,0,61.4969,0,27.0964,26.6081,0,13.948215417,13.948215417,8619,98.39,1
2018,dolnośląskie,PL0204,strefa dolnośląska,DsKlodzSzkol,SO2,1g,6.60330679,11.219527713,0.19104,67.7891,0,43.8101,43.0945,0,24.373483333,24.373483333,8508,97.12,1
2018,dolnośląskie,PL0204,strefa dolnośląska,DsLadekMOB,SO2,1g,3.184871487,6.005256197,0.29044,40.5831,0,19.2778,19.2535,0,12.324790417,12.324790417,8260,94.29,1.12
2018,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,SO2,1g,5.20554529,8.068700792,0.00338,98.2712,0,42.8435,42.0159,0,18.244694167,18.244694167,8576,97.89,0.98
2018,dolnośląskie,PL0204,strefa dolnośląska,DsLubanMOB,SO2,1g,6.325813236,11.195917671,0.12221,76.6327,0,49.4351,49.4351,0,27.435844167,27.435844167,7887,90.03,1.23
2018,dolnośląskie,PL0204,strefa dolnośląska,DsOlawZolnAK,SO2,1g,4.826076671,6.791304957,0.19576,50.743,0,28.7561,28.6118,0,19.564491667,19.564491667,8544,97.53,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,SO2,1g,3.634978471,4.948566661,0,33.2824,0,17.0828,17.0379,0,10.87203875,10.87203875,8420,96.11,1
2018,dolnośląskie,PL0204,strefa dolnośląska,DsSniezkaObs,SO2,24g,2.509589041,2.562637363,0.8,7.2,,,,0,5.6,5.6,365,100,1.01
2018,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,SO2,1g,7.469144249,11.578344507,0.0053,79.9204,0,39.5313,38.8449,0,24.944420833,24.944420833,8512,97.16,1.02
2018,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,SO2,1g,3.789749033,4.905572895,0.0016,36.1206,0,24.5589,24.4714,0,15.298768333,15.298768333,8473,96.72,0.96
2018,dolnośląskie,PL0204,strefa dolnośląska,DsZabkPowWar,SO2,1g,5.690767757,8.446764403,0,35.8147,0,27.3633,26.7445,0,17.204846087,17.204846087,8609,98.27,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsZgorBohGet,SO2,1g,6.274212266,9.094449043,0,65.9646,0,36.3373,35.9389,0,20.719920833,20.719920833,8533,97.4,1.01
2018,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,SO2,1g,3.422552948,4.854910509,0,58.3,0,30.7,30.3,0,17.4875,17.4875,8735,99.71,1
2018,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,SO2,1g,3.943372253,5.388677985,0,52.3,0,30.1,29.8,0,16.4875,16.4875,8736,99.72,1
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudPilsud,SO2,1g,3.813035332,6.370510096,0,53.5,0,31.8,32.4,0,19.425,21.258333333,7472,85.29,1.4
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowSolank,SO2,1g,2.355438706,2.949405956,0,29.4,0,15.8,15.8,0,7.9875,7.9875,7668,87.53,0.89
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,SO2,1g,2.091295324,2.882677165,0,42.5,0,15.4,15.3,0,9.379166667,9.379166667,8191,93.5,1.1
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruKaszow,SO2,1g,2.471352416,3.281247113,0,30.2,0,15.3,14.8,0,10.125,10.125,8629,98.5,0.99
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruStorczMOB,SO2,1g,2.822095214,5.129104116,0,32.2,0,20.5,20.5,0,12.254166667,12.254166667,7961,90.87,0.99
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruWSikor,SO2,1g,3.056754587,3.980828652,0,27.6,0,20,20,0,12.0375,12.0375,8720,99.54,1.01
2018,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,SO2,1g,2.280973021,3.932902558,0,61.92683586,0,32.28914881,31.94486828,0,15.081611398,15.081611398,8722,99.56,1
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,SO2,1g,3.218285569,3.402667812,0,17,0,12.4,12.4,0,8.216666667,8.216666667,7886,90.02,0.99
2018,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,SO2,1g,4.538187781,6.564895003,0,67.02407971,0,33.34885386,32.28585628,0,13.412689312,13.412689312,8721,99.55,1
2018,lubelskie,PL0602,strefa lubelska,LbFlorianRPN,SO2,1g,2.352278786,3.95408562,0.2,45.3,0,26.1,26.1,0,11.282608696,11.282608696,7877,89.92,1.25
2018,lubelskie,PL0602,strefa lubelska,LbJarczWolaM,SO2,24g,1.538121547,1.887150838,0.2,7,,,,0,5.2,5.2,362,99.17,1
2018,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,SO2,1g,4.790108863,5.257551963,0.1,56.9,0,25.7,25.3,0,13.804166667,13.804166667,8619,98.39,1.01
2018,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,SO2,1g,4.152447132,5.382851292,0,67.6,0,36.6,36.3,0,19.304166667,19.304166667,8724,99.58,1
2018,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,SO2,1g,3.772552016,4.650211765,0.4,38.7,0,15.4,15.3,0,10.220833333,10.220833333,8507,97.11,1.02
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,SO2,1g,3.97680635,5.416939114,0.9,34.2,0,19.5,19.4,0,12.5625,12.5625,8567,97.79,1.01
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,SO2,1g,5.336447202,8.343233865,0.7,42,0,27,26.8,0,16.35,16.35,8703,99.34,1.01
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,SO2,1g,7.193863697,10.544842407,0.43565536,83.7,0,50.6,49.7,0,24.96,24.96,8313,94.89,1.01
2018,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,SO2,1g,3.67092511,5.149597728,0.9,37.1,0,21.4,20.6,0,10.2875,10.2875,8626,98.47,1.01
2018,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,SO2,1g,6.63387248,10.408908526,0.6,77.1,0,43.5,43,0,23.558333333,23.558333333,8532,97.39,0.98
2018,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,SO2,1g,7.240657803,11.260032955,0.59,116.72,0,60.3,59.92,0,32.579166667,32.579166667,8574,97.87,0.98
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,SO2,1g,6.177608113,9.746087363,0.7,81,0,41.1,40.4,0,20.783333333,20.783333333,8579,97.93,0.99
2018,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,SO2,1g,3.958872813,3.532243935,0.02727,43.3413,0,15.6227,15.6227,0,12.667465217,12.667465217,8034,91.71,0.86
2018,lubuskie,PL0803,strefa lubuska,LuSmolBytnic,SO2,1g,1.712610769,2.249855916,0,14.5608,0,9.84587,9.58314,0,5.935960833,5.935960833,8749,99.87,1
2018,lubuskie,PL0803,strefa lubuska,LuSulecDudka,SO2,1g,4.407392584,4.971003197,0.00241,80.592,0,31.4099,32.3028,0,15.14818125,15.541904783,6958,79.42,1.65
2018,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,SO2,1g,6.919807401,7.516471321,0.37552,27.1261,0,22.7489,22.6033,0,18.786020833,18.786020833,8466,96.64,0.97
2018,lubuskie,PL0803,strefa lubuska,LuZarySzyman,SO2,1g,6.970124251,8.750740568,0.02154,39.1528,0,27.7327,27.7327,0,21.915134783,21.915134783,7914,90.34,0.86
2018,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,SO2,1g,7.651655883,9.112188704,0,41.4021,0,21.9338,21.829,0,15.51845,15.51845,8621,98.41,1
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,SO2,1g,5.698173402,7.852450391,1,66.4665,0,29.3582,28.5924,0,20.147182609,20.147182609,8369,95.53,0.99
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,SO2,1g,6.56553424,7.368203809,0.99917,47.7701,0,32.4782,32.4394,0,17.91018625,17.91018625,8297,94.71,1.02
2018,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,SO2,1g,5.569810566,9.318028087,1,63.88,0,38.8805,37.8012,0,22.522395833,22.522395833,8632,98.53,1.01
2018,małopolskie,PL1203,strefa małopolska,MpNoTargPSlo,SO2,1g,12.722313259,18.331673293,1,125.384,0,77.8752,77.7978,0,46.500004167,46.500004167,8205,93.66,0.92
2018,małopolskie,PL1203,strefa małopolska,MpSkawOsOgro,SO2,1g,7.814285726,11.97810664,0.99819,73.1084,0,49.3618,47.2933,0,30.675091667,30.675091667,8680,99.08,1
2018,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,SO2,1g,3.42497623,4.42351612,0.98265,42.8846,0,16.0231,15.7343,0,10.622439167,10.622439167,8655,98.8,1
2018,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,SO2,1g,5.75193469,8.253028647,0.99984,88.5099,0,38.7145,37.7506,0,20.4185875,20.4185875,8618,98.37,1.02
2018,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,SO2,1g,10.020776152,15.465058168,1,120.596,0,71.8509,70.8452,0,43.078045833,43.078045833,8680,99.08,1.01
2018,małopolskie,PL1203,strefa małopolska,MpZakopaSien,SO2,1g,9.049339157,13.540365502,0.58742,95.5743,0,61.2853,60.3141,0,35.613375,35.613375,8671,98.98,1
2018,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,SO2,1g,2.404290656,3.035826184,0.1,30.9,0,16.003481,15.844573,0,8.704101826,8.704101826,8522,97.28,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,SO2,1g,1.800126352,1.931435897,0,25.5,0,10.5,10.4,0,6.3375,6.3375,8488,96.89,1
2018,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,SO2,1g,1.268158411,1.411881488,0,25.68358,0,9.94682,9.72413,0,4.6950475,4.6950475,8698,99.29,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,SO2,1g,3.345413058,4.143819555,0.09225,49.72275,0,19.926,19.926,0,9.0405,9.0405,8060,92,1.09
2018,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,SO2,1g,4.43730124,4.584300369,-0.04693237,45.927,0,20.79,20.6955,0,13.62375,13.62375,8703,99.34,1
2018,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,SO2,1g,3.680277718,4.071162184,0,45,0,27.4,26.99141,0,14.391666667,14.391666667,8586,98.01,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,SO2,1g,4.982639207,7.320009483,0,48.72,0,25.7,25.7,0,14.208333333,14.208333333,7900,90.18,0.85
2018,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,SO2,1g,5.546802042,4.92747806,0.06,374.3,1,120.9,120.3,0,59.9625,59.9625,8618,98.37,0.99
2018,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,SO2,1g,3.86055048,3.995709041,0,107.5,0,51.5,50.4,0,17.670833333,17.670833333,8647,98.71,1
2018,mazowieckie,PL1403,miasto Radom,MzRadTochter,SO2,1g,2.958973962,4.726573299,-0.04140512,76.39,0,20.99,20.93,0,13.519166667,13.519166667,8706,99.38,1.01
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,SO2,1g,3.245730858,5.169172494,-0.15,82.59,0,52.8,51.91,0,18.179166667,18.179166667,8620,98.4,1.01
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,SO2,1g,3.62906611,3.977826372,0,40.02,0,23.04,23.02,0,14.42466875,14.42466875,8464,96.62,0.97
2018,opolskie,PL1602,strefa opolska,OpKKozBSmial,SO2,1g,6.354266712,7.818064516,0.6231,49.8991,0,34.837,34.3835,0,22.763079167,22.763079167,8670,98.97,1
2018,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,SO2,1g,4.764957919,5.930748768,0.44603,33.9348,0,24.9527,24.9395,0,15.040037083,15.040037083,8457,96.54,0.94
2018,opolskie,PL1602,strefa opolska,OpZdziePiast,SO2,1g,11.290163878,12.560322198,0.27942,74.5231,0,50.4602,50.4508,0,35.9634625,35.9634625,8424,96.16,1.06
2018,podlaskie,PL2002,strefa podlaska,PdAugustoZdrMOB,SO2,1g,2.352239874,3.321126761,0,74,0,20.4,22.3,0,9.325,11.083333333,6987,79.76,0.64
2018,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,SO2,1g,2.821656491,4.219070905,0,41.1,0,11.7,11.6,0,9.033333333,9.033333333,8681,99.09,1
2018,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,SO2,1g,1.528772659,1.74193027,0,19.9,0,7.4,7.1,0,4.225,4.225,8661,98.86,1
2018,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,SO2,1g,5.949913405,8.408021145,0,42.9,0,27.8,27.6,0,17.120833333,17.120833333,8661,98.86,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,SO2,1g,6.319207808,10.012384536,0.08659,81.5458,0,49.6759,49.3506,0,26.840173333,26.840173333,8595,98.11,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,SO2,1g,2.546425347,3.184144162,0.29477,43.9772,0,15.8993,15.8542,0,9.134705,9.134705,8646,98.69,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,SO2,1g,5.701453664,6.223579017,0.05681,122.716,0,57.5242,56.6636,0,28.551179583,28.551179583,8719,99.53,1
2018,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,SO2,1g,4.105935351,5.072450494,0.00429,52.4841,0,29.5715,29.0534,0,16.736452083,16.736452083,8673,99,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,SO2,1g,4.063903432,5.750257733,0.34938,80.0681,0,34.6103,33.9879,0,20.196991667,20.196991667,8749,99.87,1
2018,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,SO2,1g,4.845154648,5.785981441,0.03694,89.4861,0,25.5576,24.8583,0,17.503758333,17.503758333,8670,98.97,1
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,SO2,1g,4.803724427,5.60481842,0.61124,550.834,2,104.732,104.575,0,27.5862575,27.5862575,8301,94.76,0.93
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,SO2,1g,2.745626102,2.517383788,0.58412,232.954,0,49.452,49.435,0,14.627504348,14.627504348,8353,95.35,1.07
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaOstrz05,SO2,1g,1.124239152,1.226491273,0.41517,10.1188,0,4.40426,4.39056,0,2.763221667,2.763221667,8470,96.68,0.98
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPoWie01,SO2,1g,4.618766484,4.857009455,0.39013,129.775,0,74.7261,74.5133,0,25.85862875,25.85862875,8294,94.68,0.96
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwo03,SO2,1g,7.923973514,10.730903751,0.5951,353.936,1,146.625,140.15,0,57.341509167,57.341509167,8619,98.39,1.01
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,SO2,1g,3.598339635,3.76345921,0.46585,120.164,0,45.5816,42.2255,0,20.416433333,20.416433333,8666,98.92,1
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,SO2,1g,2.00864511,2.187166745,0.52697,39.3149,0,18.5538,18.3092,0,7.362827917,7.362827917,8403,95.92,1.07
2018,pomorskie,PL2202,strefa pomorska,PmKosTargo12,SO2,1g,5.687210429,9.06136136,0.06347,40.049,0,28.2123,27.9348,0,17.5975975,17.5975975,8361,95.44,1.04
2018,pomorskie,PL2202,strefa pomorska,PmLebaRabkaE,SO2,24g,1.265868263,1.572527473,0.2,7.6,,,,0,4.6,4.6,334,91.5,0.84
2018,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,SO2,1g,7.053273577,7.588225052,0.01016,31.7404,0,22.0229,22.8472,0,15.273613043,15.4303875,5633,64.3,0.52
2018,pomorskie,PL2202,strefa pomorska,PmLinieKos17,SO2,1g,3.926357137,4.935642309,-0.91767,20.8575,0,13.0451,13.2638,0,10.5946375,11.310367917,6326,72.21,1.45
2018,pomorskie,PL2202,strefa pomorska,PmMalMicki15,SO2,1g,5.214401018,5.031056656,0.08095,38.3417,0,20.2805,21.998,0,13.404758636,13.963135,4902,55.95,0.48
2018,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,SO2,1g,5.850718621,5.353056384,0.05769,38.791,0,22.8243,22.9027,0,12.549647391,13.0306125,7304,83.37,0.83
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,SO2,1g,1.680040248,1.831068814,0.59415,50.7753,0,18.4747,17.8761,0,8.9034375,8.9034375,8623,98.43,1.01
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,SO2,1g,9.803412073,9.821886704,0,70.7,0,41,48,0,23.658333333,26.958333333,3429,39.14,0.59
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,SO2,1g,6.426066351,,0,40.2,0,26.2,30.8,0,16.638095238,22.516666667,3798,43.35,0.75
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkKonsGranatMOB,SO2,1g,6.754634088,9.929551315,0,64.6,0,34.5,34.4,0,18.441666667,18.441666667,8308,94.84,1.09
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkMaloSlonec,SO2,1g,7.62969575,13.671705069,0.7,73.9,0,41.8,40.8,0,30.004166667,30.004166667,8447,96.42,0.94
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,SO2,1g,7.685509141,10.743703413,0,62.5,0,35,34.5,0,23.2,23.2,8676,99.04,1.01
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,SO2,1g,5.782608696,10.832599856,0,106.3,0,44.6,43.5,0,22.0625,22.0625,8579,97.93,1
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkSwietKrzyz,SO2,1g,7.751814257,6.701172249,0.7,52.3,0,39.3,39.1,0,29.2125,29.2125,8571,97.84,1.01
2018,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,SO2,1g,8.004822665,12.833610476,0.40183,108.306,0,66.6567,66.4326,0,48.341641667,48.341641667,8704,99.36,1.01
2018,śląskie,PL2405,strefa śląska,SlCiesMickie,SO2,1g,7.778993398,11.345533245,0.30617,97.8733,0,55.0007,53.7372,0,37.2221625,37.2221625,8688,99.17,0.99
2018,śląskie,PL2404,miasto Częstochowa,SlCzestoArmK,SO2,1g,7.598514595,12.358074624,0.17053,108.438,0,65.632,62.6549,0,32.4183,32.4183,8635,98.57,1.03
2018,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,SO2,1g,8.327321347,11.915655355,0.37725,121.117,0,54.4371,53.4119,0,31.7552375,31.7552375,8635,98.57,0.98
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,SO2,1g,8.256244376,13.16330199,0.19763,65.8713,0,49.9775,48.4602,0,31.20535,31.20535,8732,99.68,1
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwicMewy,SO2,1g,8.441569279,11.914983818,0.18034,89.4515,0,51.9099,51.2934,0,37.100775,37.100775,8686,99.15,1
