,county_code,voivod_code,county_x,voivodship,county_area,voivod_area,county_ratio_by_area,county_y,2017_county_pop,2018_county_pop,2019_county_pop,2020_county_pop,2021_county_pop,2017_voivod_pop,2018_voivod_pop,2019_voivod_pop,2020_voivod_pop,2021_voivod_pop,county_pop_mean,voivod_pop_mean,2017_county_ratio_by_pop,2018_county_ratio_by_pop,2019_county_ratio_by_pop,2020_county_ratio_by_pop,2021_county_ratio_by_pop,county_ratio_by_pop
94,1004000,1000000,powiat łęczycki,łódzkie,773.0,18219.0,0.042428,powiat łęczycki,50245,50245,49472,47926,47153,2477352,2467552,2455033,2417355,2392624,49008,2441983,0.020282,0.020362,0.020151,0.019826,0.019708,0.020069
95,1005000,1000000,powiat łowicki,łódzkie,988.0,18219.0,0.054229,powiat łowicki,79040,79040,78052,76076,75088,2477352,2467552,2455033,2417355,2392624,77459,2441983,0.031905,0.032032,0.031793,0.031471,0.031383,0.03172
96,1006000,1000000,powiat łódzki wschodni,łódzkie,500.0,18219.0,0.027444,powiat łódzki wschodni,71000,71500,72000,73500,74000,2477352,2467552,2455033,2417355,2392624,72400,2441983,0.02866,0.028976,0.029328,0.030405,0.030928,0.029648
97,1007000,1000000,powiat opoczyński,łódzkie,1040.0,18219.0,0.057083,powiat opoczyński,76960,76960,75920,73840,72800,2477352,2467552,2455033,2417355,2392624,75296,2441983,0.031065,0.031189,0.030924,0.030546,0.030427,0.030834
98,1008000,1000000,powiat pabianicki,łódzkie,492.0,18219.0,0.027005,powiat pabianicki,119064,119064,119064,120048,119556,2477352,2467552,2455033,2417355,2392624,119359,2441983,0.048061,0.048252,0.048498,0.049661,0.049969,0.048878
99,1009000,1000000,powiat pajęczański,łódzkie,804.0,18219.0,0.04413,powiat pajęczański,52260,51456,51456,49848,49044,2477352,2467552,2455033,2417355,2392624,50812,2441983,0.021095,0.020853,0.020959,0.020621,0.020498,0.020808
100,1010000,1000000,powiat piotrkowski,łódzkie,1429.0,18219.0,0.078435,powiat piotrkowski,91456,91456,91456,91456,90027,2477352,2467552,2455033,2417355,2392624,91170,2441983,0.036917,0.037063,0.037252,0.037833,0.037627,0.037334
101,1011000,1000000,powiat poddębicki,łódzkie,881.0,18219.0,0.048356,powiat poddębicki,41407,41407,41407,39645,39645,2477352,2467552,2455033,2417355,2392624,40702,2441983,0.016714,0.016781,0.016866,0.0164,0.01657,0.016668
102,1012000,1000000,powiat radomszczański,łódzkie,1443.0,18219.0,0.079203,powiat radomszczański,113997,113997,112554,109668,108225,2477352,2467552,2455033,2417355,2392624,111688,2441983,0.046016,0.046198,0.045846,0.045367,0.045233,0.045737
103,1013000,1000000,powiat rawski,łódzkie,646.0,18219.0,0.035457,powiat rawski,49096,49096,48450,47158,46512,2477352,2467552,2455033,2417355,2392624,48062,2441983,0.019818,0.019897,0.019735,0.019508,0.01944,0.019682
104,1014000,1000000,powiat sieradzki,łódzkie,1491.0,18219.0,0.081838,powiat sieradzki,119280,117789,117789,114807,113316,2477352,2467552,2455033,2417355,2392624,116596,2441983,0.048148,0.047735,0.047979,0.047493,0.047361,0.047746
105,1015000,1000000,powiat skierniewicki,łódzkie,753.0,18219.0,0.04133,powiat skierniewicki,38403,38403,38403,38403,37650,2477352,2467552,2455033,2417355,2392624,38252,2441983,0.015502,0.015563,0.015643,0.015886,0.015736,0.015664
106,1016000,1000000,powiat tomaszowski,łódzkie,1025.0,18219.0,0.05626,powiat tomaszowski,117875,116850,116850,113775,112750,2477352,2467552,2455033,2417355,2392624,115620,2441983,0.047581,0.047355,0.047596,0.047066,0.047124,0.047347
107,1017000,1000000,powiat wieluński,łódzkie,926.0,18219.0,0.050826,powiat wieluński,76858,76858,75932,74080,74080,2477352,2467552,2455033,2417355,2392624,75561,2441983,0.031024,0.031147,0.030929,0.030645,0.030962,0.030942
108,1018000,1000000,powiat wieruszowski,łódzkie,577.0,18219.0,0.03167,powiat wieruszowski,42121,42121,42121,42121,41544,2477352,2467552,2455033,2417355,2392624,42005,2441983,0.017002,0.01707,0.017157,0.017424,0.017363,0.017201
109,1019000,1000000,powiat zduńskowolski,łódzkie,369.0,18219.0,0.020254,powiat zduńskowolski,67158,66789,66420,64575,64206,2477352,2467552,2455033,2417355,2392624,65829,2441983,0.027109,0.027067,0.027055,0.026713,0.026835,0.026957
110,1020000,1000000,powiat zgierski,łódzkie,855.0,18219.0,0.046929,powiat zgierski,165870,165870,165870,167580,166725,2477352,2467552,2455033,2417355,2392624,166383,2441983,0.066955,0.06722,0.067563,0.069324,0.069683,0.068134
111,1021000,1000000,powiat brzeziński,łódzkie,359.0,18219.0,0.019705,powiat brzeziński,30874,30874,30874,30515,30515,2477352,2467552,2455033,2417355,2392624,30730,2441983,0.012463,0.012512,0.012576,0.012623,0.012754,0.012584
112,1061000,1000000,powiat Łódź,łódzkie,293.0,18219.0,0.016082,powiat Łódź,689722,684741,679467,672435,664231,2477352,2467552,2455033,2417355,2392624,678119,2441983,0.278411,0.277498,0.276765,0.27817,0.277616,0.277692
113,1062000,1000000,powiat Piotrków Trybunalski,łódzkie,67.0,18219.0,0.003677,powiat Piotrków Trybunalski,74035,73432,72829,69010,68005,2477352,2467552,2455033,2417355,2392624,71462,2441983,0.029885,0.029759,0.029665,0.028548,0.028423,0.029264
114,1063000,1000000,powiat Skierniewice,łódzkie,35.0,18219.0,0.001921,powiat Skierniewice,48860,48720,48650,47075,46480,2477352,2467552,2455033,2417355,2392624,47957,2441983,0.019723,0.019744,0.019816,0.019474,0.019426,0.019639
115,1201000,1200000,powiat bocheński,małopolskie,649.0,15183.0,0.042745,powiat bocheński,106436,106436,107085,107085,107085,3394398,3400630,3413227,3433408,3430966,106825,3414525,0.031356,0.031299,0.031374,0.031189,0.031211,0.031285
116,1202000,1200000,powiat brzeski,małopolskie,591.0,15183.0,0.038925,powiat brzeski,93378,93378,93378,92196,92196,3394398,3400630,3413227,3433408,3430966,92905,3414525,0.027509,0.027459,0.027358,0.026853,0.026872,0.027209
117,1203000,1200000,powiat chrzanowski,małopolskie,370.0,15183.0,0.024369,powiat chrzanowski,125800,125430,124320,121730,120620,3394398,3400630,3413227,3433408,3430966,123580,3414525,0.037061,0.036884,0.036423,0.035455,0.035156,0.036192
118,1204000,1200000,powiat dąbrowski,małopolskie,530.0,15183.0,0.034907,powiat dąbrowski,59360,59360,59360,58300,57770,3394398,3400630,3413227,3433408,3430966,58830,3414525,0.017488,0.017456,0.017391,0.01698,0.016838,0.017229
119,1205000,1200000,powiat gorlicki,małopolskie,966.0,15183.0,0.063624,powiat gorlicki,109158,109158,109158,107226,106260,3394398,3400630,3413227,3433408,3430966,108192,3414525,0.032158,0.032099,0.031981,0.03123,0.030971,0.031686
120,1206000,1200000,powiat krakowski,małopolskie,1231.0,15183.0,0.081078,powiat krakowski,274513,276975,279437,295440,297902,3394398,3400630,3413227,3433408,3430966,284853,3414525,0.080872,0.081448,0.081869,0.086049,0.086827,0.083424
121,1207000,1200000,powiat limanowski,małopolskie,951.0,15183.0,0.062636,powiat limanowski,131238,131238,132189,131238,131238,3394398,3400630,3413227,3433408,3430966,131428,3414525,0.038663,0.038592,0.038728,0.038224,0.038251,0.038491
122,1208000,1200000,powiat miechowski,małopolskie,676.0,15183.0,0.044523,powiat miechowski,49348,49348,48672,47996,47320,3394398,3400630,3413227,3433408,3430966,48536,3414525,0.014538,0.014511,0.01426,0.013979,0.013792,0.014215
123,1209000,1200000,powiat myślenicki,małopolskie,673.0,15183.0,0.044326,powiat myślenicki,126524,127197,127870,129216,129216,3394398,3400630,3413227,3433408,3430966,128004,3414525,0.037274,0.037404,0.037463,0.037635,0.037662,0.037488
124,1210000,1200000,powiat nowosądecki,małopolskie,1549.0,15183.0,0.102022,powiat nowosądecki,215311,215311,216860,213762,215311,3394398,3400630,3413227,3433408,3430966,215311,3414525,0.063431,0.063315,0.063535,0.062259,0.062755,0.063057
125,1211000,1200000,powiat nowotarski,małopolskie,1474.0,15183.0,0.097082,powiat nowotarski,191620,191620,191620,190146,190146,3394398,3400630,3413227,3433408,3430966,191030,3414525,0.056452,0.056348,0.05614,0.055381,0.055421,0.055946
126,1212000,1200000,powiat olkuski,małopolskie,618.0,15183.0,0.040703,powiat olkuski,112476,111858,111240,108768,108150,3394398,3400630,3413227,3433408,3430966,110498,3414525,0.033136,0.032893,0.032591,0.031679,0.031522,0.032361
127,1213000,1200000,powiat oświęcimski,małopolskie,406.0,15183.0,0.02674,powiat oświęcimski,154280,153874,153468,151438,150220,3394398,3400630,3413227,3433408,3430966,152656,3414525,0.045451,0.045249,0.044963,0.044107,0.043784,0.044708
128,1214000,1200000,powiat proszowicki,małopolskie,415.0,15183.0,0.027333,powiat proszowicki,43575,43575,43160,42745,42330,3394398,3400630,3413227,3433408,3430966,43077,3414525,0.012837,0.012814,0.012645,0.01245,0.012338,0.012616
129,1215000,1200000,powiat suski,małopolskie,686.0,15183.0,0.045182,powiat suski,84378,84378,84378,83692,83006,3394398,3400630,3413227,3433408,3430966,83966,3414525,0.024858,0.024812,0.024721,0.024376,0.024193,0.024591
130,1216000,1200000,powiat tarnowski,małopolskie,1412.0,15183.0,0.092999,powiat tarnowski,201916,201916,201916,199092,197680,3394398,3400630,3413227,3433408,3430966,200504,3414525,0.059485,0.059376,0.059157,0.057987,0.057616,0.058721
131,1217000,1200000,powiat tatrzański,małopolskie,472.0,15183.0,0.031087,powiat tatrzański,67968,67968,67968,67024,66552,3394398,3400630,3413227,3433408,3430966,67496,3414525,0.020024,0.019987,0.019913,0.019521,0.019397,0.019767
132,1218000,1200000,powiat wadowicki,małopolskie,646.0,15183.0,0.042548,powiat wadowicki,160208,160208,160208,158916,158270,3394398,3400630,3413227,3433408,3430966,159562,3414525,0.047198,0.047111,0.046937,0.046285,0.04613,0.04673
133,1219000,1200000,powiat wielicki,małopolskie,411.0,15183.0,0.02707,powiat wielicki,125355,126999,129054,138507,140562,3394398,3400630,3413227,3433408,3430966,132095,3414525,0.03693,0.037346,0.03781,0.040341,0.040969,0.038686
134,1261000,1200000,powiat Kraków,małopolskie,327.0,15183.0,0.021537,powiat Kraków,767796,771393,779568,800823,803112,3394398,3400630,3413227,3433408,3430966,784538,3414525,0.226195,0.226838,0.228396,0.233244,0.234078,0.229765
135,1262000,1200000,powiat Nowy Sącz,małopolskie,58.0,15183.0,0.00382,powiat Nowy Sącz,84680,84506,84390,82012,81548,3394398,3400630,3413227,3433408,3430966,83427,3414525,0.024947,0.02485,0.024724,0.023886,0.023768,0.024433
136,1263000,1200000,powiat Tarnów,małopolskie,72.0,15183.0,0.004742,powiat Tarnów,109080,108504,107928,106056,104472,3394398,3400630,3413227,3433408,3430966,107208,3414525,0.032135,0.031907,0.031621,0.030889,0.03045,0.031398
137,1401000,1400000,powiat białobrzeski,mazowieckie,639.0,35558.6,0.01797,powiat białobrzeski,33228,33228,33228,33228,32589,5390487,5400077,5421840,5516074,5508133,33100,5447322,0.006164,0.006153,0.006129,0.006024,0.005917,0.006076
138,1402000,1400000,powiat ciechanowski,mazowieckie,1060.0,35558.6,0.02981,powiat ciechanowski,90100,90100,89040,86920,85860,5390487,5400077,5421840,5516074,5508133,88404,5447322,0.016715,0.016685,0.016422,0.015758,0.015588,0.016229
139,1403000,1400000,powiat garwoliński,mazowieckie,1285.0,35558.6,0.036138,powiat garwoliński,109225,109225,109225,106655,105370,5390487,5400077,5421840,5516074,5508133,107940,5447322,0.020263,0.020227,0.020145,0.019335,0.01913,0.019815
140,1404000,1400000,powiat gostyniński,mazowieckie,615.0,35558.6,0.017295,powiat gostyniński,45510,45510,44895,43665,43050,5390487,5400077,5421840,5516074,5508133,44526,5447322,0.008443,0.008428,0.00828,0.007916,0.007816,0.008174
141,1405000,1400000,powiat grodziski,mazowieckie,367.0,35558.6,0.010321,powiat grodziski,92851,93952,95787,101659,103127,5390487,5400077,5421840,5516074,5508133,97475,5447322,0.017225,0.017398,0.017667,0.01843,0.018723,0.017894
142,1406000,1400000,powiat grójecki,mazowieckie,1268.0,35558.6,0.035659,powiat grójecki,98904,98904,98904,98904,97636,5390487,5400077,5421840,5516074,5508133,98650,5447322,0.018348,0.018315,0.018242,0.01793,0.017726,0.01811
143,1407000,1400000,powiat kozienicki,mazowieckie,916.0,35558.6,0.02576,powiat kozienicki,60456,60456,59540,58624,57708,5390487,5400077,5421840,5516074,5508133,59356,5447322,0.011215,0.011195,0.010982,0.010628,0.010477,0.010896
144,1408000,1400000,powiat legionowski,mazowieckie,390.6,35558.6,0.010985,powiat legionowski,115227,116789,118351,126945,128898,5390487,5400077,5421840,5516074,5508133,121242,5447322,0.021376,0.021627,0.021829,0.023014,0.023401,0.022257
145,1409000,1400000,powiat lipski,mazowieckie,740.0,35558.6,0.020811,powiat lipski,34780,34040,34040,32560,31820,5390487,5400077,5421840,5516074,5508133,33448,5447322,0.006452,0.006304,0.006278,0.005903,0.005777,0.00614
146,1410000,1400000,powiat łosicki,mazowieckie,772.0,35558.6,0.021711,powiat łosicki,31652,30880,30880,29336,29336,5390487,5400077,5421840,5516074,5508133,30416,5447322,0.005872,0.005718,0.005695,0.005318,0.005326,0.005584
147,1411000,1400000,powiat makowski,mazowieckie,1065.0,35558.6,0.029951,powiat makowski,45795,45795,44730,42600,42600,5390487,5400077,5421840,5516074,5508133,44304,5447322,0.008496,0.00848,0.00825,0.007723,0.007734,0.008133
148,1412000,1400000,powiat miński,mazowieckie,1164.0,35558.6,0.032735,powiat miński,152484,153648,154812,158304,158304,5390487,5400077,5421840,5516074,5508133,155510,5447322,0.028288,0.028453,0.028553,0.028699,0.02874,0.028548
149,1413000,1400000,powiat mławski,mazowieckie,1182.0,35558.6,0.033241,powiat mławski,73284,73284,72102,70920,69738,5390487,5400077,5421840,5516074,5508133,71865,5447322,0.013595,0.013571,0.013298,0.012857,0.012661,0.013193
150,1414000,1400000,powiat nowodworski,mazowieckie,695.0,35558.6,0.019545,powiat nowodworski,79230,79230,79230,79925,79925,5390487,5400077,5421840,5516074,5508133,79508,5447322,0.014698,0.014672,0.014613,0.014489,0.01451,0.014596
151,1415000,1400000,powiat ostrołęcki,mazowieckie,2093.6,35558.6,0.058877,powiat ostrołęcki,87931,87931,87931,87931,87931,5390487,5400077,5421840,5516074,5508133,87931,5447322,0.016312,0.016283,0.016218,0.015941,0.015964,0.016142
152,1416000,1400000,powiat ostrowski,mazowieckie,1218.0,35558.6,0.034253,powiat ostrowski,73080,73080,71862,70644,69426,5390487,5400077,5421840,5516074,5508133,71618,5447322,0.013557,0.013533,0.013254,0.012807,0.012604,0.013147
153,1417000,1400000,powiat otwocki,mazowieckie,616.0,35558.6,0.017324,powiat otwocki,123816,123816,124432,126896,126280,5390487,5400077,5421840,5516074,5508133,125048,5447322,0.022969,0.022929,0.02295,0.023005,0.022926,0.022956
154,1418000,1400000,powiat piaseczyński,mazowieckie,621.0,35558.6,0.017464,powiat piaseczyński,181953,185058,188163,206793,209277,5390487,5400077,5421840,5516074,5508133,194248,5447322,0.033754,0.03427,0.034705,0.037489,0.037994,0.035659
155,1419000,1400000,powiat płocki,mazowieckie,1796.0,35558.6,0.050508,powiat płocki,111352,111352,111352,109556,109556,5390487,5400077,5421840,5516074,5508133,110633,5447322,0.020657,0.02062,0.020538,0.019861,0.01989,0.02031
156,1420000,1400000,powiat płoński,mazowieckie,1380.0,35558.6,0.038809,powiat płoński,88320,86940,86940,85560,84180,5390487,5400077,5421840,5516074,5508133,86388,5447322,0.016384,0.0161,0.016035,0.015511,0.015283,0.015859
157,1421000,1400000,powiat pruszkowski,mazowieckie,246.0,35558.6,0.006918,powiat pruszkowski,162606,164082,165804,176136,176874,5390487,5400077,5421840,5516074,5508133,169100,5447322,0.030165,0.030385,0.030581,0.031931,0.032111,0.031043
158,1422000,1400000,powiat przasnyski,mazowieckie,1219.0,35558.6,0.034281,powiat przasnyski,52417,52417,52417,49979,49979,5390487,5400077,5421840,5516074,5508133,51441,5447322,0.009724,0.009707,0.009668,0.009061,0.009074,0.009443
159,1423000,1400000,powiat przysuski,mazowieckie,801.0,35558.6,0.022526,powiat przysuski,42453,41652,41652,40050,39249,5390487,5400077,5421840,5516074,5508133,41011,5447322,0.007876,0.007713,0.007682,0.007261,0.007126,0.007529
160,1424000,1400000,powiat pułtuski,mazowieckie,827.0,35558.6,0.023257,powiat pułtuski,52101,52101,52101,50447,50447,5390487,5400077,5421840,5516074,5508133,51439,5447322,0.009665,0.009648,0.009609,0.009145,0.009159,0.009443
161,1425000,1400000,powiat radomski,mazowieckie,1530.0,35558.6,0.043028,powiat radomski,151470,151470,153000,151470,151470,5390487,5400077,5421840,5516074,5508133,151776,5447322,0.0281,0.02805,0.028219,0.02746,0.027499,0.027862
162,1426000,1400000,powiat siedlecki,mazowieckie,1603.0,35558.6,0.045081,powiat siedlecki,81753,81753,81753,80150,80150,5390487,5400077,5421840,5516074,5508133,81111,5447322,0.015166,0.015139,0.015078,0.01453,0.014551,0.01489
163,1427000,1400000,powiat sierpecki,mazowieckie,852.0,35558.6,0.02396,powiat sierpecki,52824,51972,51972,49416,49416,5390487,5400077,5421840,5516074,5508133,51120,5447322,0.009799,0.009624,0.009586,0.008959,0.008971,0.009384
164,1428000,1400000,powiat sochaczewski,mazowieckie,735.0,35558.6,0.02067,powiat sochaczewski,85260,85260,85260,83790,83790,5390487,5400077,5421840,5516074,5508133,84672,5447322,0.015817,0.015789,0.015725,0.01519,0.015212,0.015544
165,1429000,1400000,powiat sokołowski,mazowieckie,1131.0,35558.6,0.031807,powiat sokołowski,54288,54288,54288,52026,50895,5390487,5400077,5421840,5516074,5508133,53157,5447322,0.010071,0.010053,0.010013,0.009432,0.00924,0.009758
166,1430000,1400000,powiat szydłowiecki,mazowieckie,452.0,35558.6,0.012711,powiat szydłowiecki,39776,39776,39776,38420,37968,5390487,5400077,5421840,5516074,5508133,39143,5447322,0.007379,0.007366,0.007336,0.006965,0.006893,0.007186
167,1432000,1400000,powiat warszawski zachodni,mazowieckie,534.0,35558.6,0.015017,powiat warszawski zachodni,115344,116946,118548,129762,131364,5390487,5400077,5421840,5516074,5508133,122392,5447322,0.021398,0.021656,0.021865,0.023524,0.023849,0.022468
168,1433000,1400000,powiat węgrowski,mazowieckie,1221.0,35558.6,0.034338,powiat węgrowski,65934,65934,65934,63492,62271,5390487,5400077,5421840,5516074,5508133,64713,5447322,0.012232,0.01221,0.012161,0.01151,0.011305,0.01188
169,1434000,1400000,powiat wołomiński,mazowieckie,954.0,35558.6,0.026829,powiat wołomiński,242316,245178,248994,268074,270936,5390487,5400077,5421840,5516074,5508133,255099,5447322,0.044953,0.045403,0.045924,0.048599,0.049188,0.04683
170,1435000,1400000,powiat wyszkowski,mazowieckie,876.0,35558.6,0.024635,powiat wyszkowski,73584,74460,74460,73584,73584,5390487,5400077,5421840,5516074,5508133,73934,5447322,0.013651,0.013789,0.013733,0.01334,0.013359,0.013573
171,1436000,1400000,powiat zwoleński,mazowieckie,573.0,35558.6,0.016114,powiat zwoleński,36672,36099,36099,34953,34953,5390487,5400077,5421840,5516074,5508133,35755,5447322,0.006803,0.006685,0.006658,0.006337,0.006346,0.006564
172,1437000,1400000,powiat żuromiński,mazowieckie,807.0,35558.6,0.022695,powiat żuromiński,39543,38736,38736,37122,36315,5390487,5400077,5421840,5516074,5508133,38090,5447322,0.007336,0.007173,0.007144,0.00673,0.006593,0.006992
173,1438000,1400000,powiat żyrardowski,mazowieckie,533.0,35558.6,0.014989,powiat żyrardowski,76219,75686,75686,76219,75686,5390487,5400077,5421840,5516074,5508133,75899,5447322,0.01414,0.014016,0.013959,0.013818,0.013741,0.013933
174,1461000,1400000,powiat Ostrołęka,mazowieckie,32.4,35558.6,0.000911,powiat Ostrołęka,59097,50608,50414,48340,47725,5390487,5400077,5421840,5516074,5508133,51236,5447322,0.010963,0.009372,0.009298,0.008763,0.008664,0.009406
175,1462000,1400000,powiat Płock,mazowieckie,88.0,35558.6,0.002475,powiat Płock,120736,119944,119328,114928,113608,5390487,5400077,5421840,5516074,5508133,117708,5447322,0.022398,0.022212,0.022009,0.020835,0.020626,0.021608
176,1463000,1400000,powiat Radom,mazowieckie,112.0,35558.6,0.00315,powiat Radom,214928,213360,211792,202608,200256,5390487,5400077,5421840,5516074,5508133,208588,5447322,0.039872,0.039511,0.039063,0.03673,0.036356,0.038292
177,1464000,1400000,powiat Siedlce,mazowieckie,32.0,35558.6,0.0009,powiat Siedlce,77984,78208,78528,76800,76352,5390487,5400077,5421840,5516074,5508133,77574,5447322,0.014467,0.014483,0.014484,0.013923,0.013862,0.014241
178,1465000,1400000,powiat Warszawa,mazowieckie,517.0,35558.6,0.014539,powiat Warszawa,1764004,1776929,1789854,1860683,1862234,5390487,5400077,5421840,5516074,5508133,1810740,5447322,0.327244,0.329056,0.330119,0.33732,0.338088,0.332409
179,1601000,1600000,powiat brzeski,opolskie,876.0,9412.0,0.093073,powiat brzeski,90228,90228,90228,87600,87600,992093,986430,983990,955665,950580,89176,973751,0.090947,0.091469,0.091696,0.091664,0.092154,0.09158
180,1602000,1600000,powiat głubczycki,opolskie,673.0,9412.0,0.071504,powiat głubczycki,46437,45764,45764,43745,43745,992093,986430,983990,955665,950580,45091,973751,0.046807,0.046394,0.046509,0.045774,0.046019,0.046306
181,1603000,1600000,powiat kędzierzyńsko-kozielski,opolskie,625.0,9412.0,0.066405,powiat kędzierzyńsko-kozielski,95000,94375,93750,89375,88125,992093,986430,983990,955665,950580,92125,973751,0.095757,0.095673,0.095275,0.093521,0.092707,0.094608
182,1604000,1600000,powiat kluczborski,opolskie,852.0,9412.0,0.090523,powiat kluczborski,66456,65604,65604,63048,62196,992093,986430,983990,955665,950580,64581,973751,0.066986,0.066506,0.066671,0.065973,0.06543,0.066322
183,1605000,1600000,powiat krapkowicki,opolskie,442.0,9412.0,0.046961,powiat krapkowicki,64090,64090,63648,60554,60112,992093,986430,983990,955665,950580,62498,973751,0.064601,0.064972,0.064684,0.063363,0.063237,0.064183
184,1606000,1600000,powiat namysłowski,opolskie,748.0,9412.0,0.079473,powiat namysłowski,42636,42636,42636,42636,42636,992093,986430,983990,955665,950580,42636,973751,0.042976,0.043223,0.04333,0.044614,0.044853,0.043785
185,1607000,1600000,powiat nyski,opolskie,1224.0,9412.0,0.130047,powiat nyski,138312,137088,135864,132192,130968,992093,986430,983990,955665,950580,134884,973751,0.139414,0.138974,0.138075,0.138325,0.137777,0.13852
186,1608000,1600000,powiat oleski,opolskie,973.0,9412.0,0.103379,powiat oleski,65191,64218,64218,62272,62272,992093,986430,983990,955665,950580,63634,973751,0.065711,0.065101,0.065263,0.065161,0.065509,0.065349
187,1609000,1600000,powiat opolski,opolskie,1534.0,9412.0,0.162983,powiat opolski,124254,124254,124254,121186,121186,992093,986430,983990,955665,950580,123026,973751,0.125244,0.125963,0.126276,0.126808,0.127486,0.126342
188,1610000,1600000,powiat prudnicki,opolskie,572.0,9412.0,0.060773,powiat prudnicki,56056,55484,55484,53196,52624,992093,986430,983990,955665,950580,54568,973751,0.056503,0.056247,0.056387,0.055664,0.05536,0.056039
189,1611000,1600000,powiat strzelecki,opolskie,744.0,9412.0,0.079048,powiat strzelecki,75144,74400,74400,72168,72168,992093,986430,983990,955665,950580,73656,973751,0.075743,0.075423,0.075611,0.075516,0.07592,0.075642
