Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],Number of measurements,Completeness [%],Summer/Winter Number
2017,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,C6H6,1g,0.138756481,0.00014,3.94195,5758,65.73,1.63
2017,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,C6H6,1g,0.607709821,0.0002,13.9136,6149,70.19,1.11
2017,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,C6H6,1g,0.73746688,0,23.7205,6049,69.05,1.01
2017,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,C6H6,1g,1.473289356,0.05336,18.8056,8016,91.5,1.09
2017,dolnośląskie,PL0204,strefa dolnośląska,DsZgorBohGet,C6H6,1g,1.67779671,0.03668,30.4962,6915,78.93,0.66
2017,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,C6H6,1g,1.21994107,0,43.17,8217,93.8,1.09
2017,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruKaszow,C6H6,1g,0.837782948,0,19.23,7952,90.77,1.06
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,C6H6,1g,0.5763571,0.02,9.16,8345,95.26,1.11
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,C6H6,1g,1.294706696,0,10.4,5063,57.79,0.41
2017,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,C6H6,1g,1.838072579,0.05,25.3,8322,95,0.97
2017,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,C6H6,24g,1.755543478,0.2,9.39,184,50.41,1.02
2017,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,C6H6,1g,1.763540197,0.085,26.01,8508,97.12,0.99
2017,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,C6H6,1g,0.669191558,0,47.7142,7896,90.13,1.2
2017,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,C6H6,1g,0.681816312,0.02457,7.73987,8311,94.87,1.11
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,C6H6,1g,0.667519194,0.06,9.21,6252,71.36,1.2
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzJanPaw,C6H6,1g,0.834315182,0.03,13.01,8484,96.84,1.02
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,C6H6,1g,2.276169139,0.11124,29.0966,7940,90.63,1.11
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,C6H6,24g,2.452550336,0.19,30.19,149,40.82,1.26
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,C6H6,1g,2.015458227,0.13194,21.7423,7463,85.19,0.94
2017,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,C6H6,24g,2.256136364,0.37,12,132,36.16,1
2017,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,C6H6,1g,2.204961768,0.2,17.5834,7736,88.31,1.18
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,C6H6,1g,1.522271279,0.14,24.033,8600,98.17,1
2017,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,C6H6,1g,0.996004247,0.04565552,26.75920463,8716,99.49,1
2017,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,C6H6,1g,1.173665366,0.06,29.78,8714,99.47,1
2017,mazowieckie,PL1403,miasto Radom,MzRadTochter,C6H6,1g,1.182096456,0,13.122,8296,94.7,1.05
2017,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,C6H6,1g,1.450604584,0,23.06,7592,86.66,1.16
2017,opolskie,PL1602,strefa opolska,OpKKozBSmial,C6H6,1g,3.522306501,0.03204,174.018,8645,98.68,1
2017,opolskie,PL1602,strefa opolska,OpZdziePiast,C6H6,1g,3.368043639,0,280.865,8178,93.35,1.13
2017,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,C6H6,1g,1.469627985,0,30.7282,8347,95.28,1.01
2017,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,C6H6,1g,1.587270535,0,38.1362,8330,95.09,1.01
2017,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,C6H6,1g,1.26022838,0,22.392,8134,92.85,1.06
2017,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,C6H6,24g,0.632018182,0.26,1.436,55,15.06,0.96
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,C6H6,1g,0.891833322,0,11.46,8727,99.62,1.01
2017,pomorskie,PL2202,strefa pomorska,PmKosTargo12,C6H6,1g,2.945163032,0.06448,44.0341,8321,94.98,1.07
2017,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,C6H6,24g,3.122790055,0.25,22.9,362,99.17,1.01
2017,pomorskie,PL2202,strefa pomorska,PmLinieKos17,C6H6,24g,1.40579096,0.25,13.9,354,96.98,0.97
2017,pomorskie,PL2202,strefa pomorska,PmMalMicki15,C6H6,24g,2.025414365,0.25,11.8,362,99.17,0.99
2017,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,C6H6,1g,0.691395109,0.03005,12.4364,2879,32.86,
2017,pomorskie,PL2202,strefa pomorska,PmStaGdaLubi,C6H6,1g,0.5882628,0,27.175,8200,93.6,1.03
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,C6H6,1g,1.658819524,0,25.6577,8437,96.31,1.06
2017,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,C6H6,1g,3.217155312,0,49.153,8708,99.4,1
2017,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,C6H6,1g,1.598246112,0,56.8563,8033,91.7,1.01
2017,śląskie,PL2405,strefa śląska,SlCzerKopaln,C6H6,1g,4.391269363,0.02387,100.089,7986,91.16,1
2017,śląskie,PL2405,strefa śląska,SlZlotPotLes,C6H6,1g,1.086221058,0,11.7378,8620,98.4,1.02
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,C6H6,1g,1.196507898,0,17.57,8534,97.42,1.04
2017,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,C6H6,1g,1.031382397,0.03537,12.1756,8280,94.52,1.03
2017,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,C6H6,1g,1.227912807,0.13092,8.86583,8544,97.53,0.96
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,C6H6,1g,1.373074562,0,17.258,7330,83.67,0.96
2017,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,C6H6,1g,0.807974262,0.00321,15.5933,8140,92.92,1.13
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,C6H6,1g,0.927508137,0,10.4053,8504,97.07,1.05
2018,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,C6H6,1g,0.352525065,4e-05,5.1293,8427,96.19,0.96
2018,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,C6H6,1g,1.362220927,0,17.0543,7976,91.05,0.95
2018,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,C6H6,1g,0.698000816,0,17.8005,8669,98.96,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,C6H6,1g,1.184185104,0.03242,16.0367,8631,98.52,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsZgorBohGet,C6H6,1g,1.630867881,0.01303,34.6647,8042,91.8,0.93
2018,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,C6H6,1g,1.557632444,0,36.23,7607,86.83,1.01
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruKaszow,C6H6,1g,0.633267807,0,10.76,7834,89.42,0.99
2018,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,C6H6,1g,0.95769785,0,14.76,8327,95.05,1.02
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,C6H6,1g,1.635844011,0.11,13.99,1795,20.49,0
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,C6H6,1g,0.961138677,0,6.395,7074,80.75,1.02
2018,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,C6H6,1g,1.650434429,0.2,24.44,8609,98.27,1
2018,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,C6H6,1g,1.485037621,0,45.12,8506,97.1,0.95
2018,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,C6H6,1g,1.468328969,0.13,27.9,8402,95.91,1.05
2018,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,C6H6,1g,1.091060745,0,10.9768,7397,84.44,0.82
2018,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,C6H6,1g,0.52389324,0.00582,8.16552,8488,96.89,1.01
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,C6H6,1g,1.37774582,0.01,14.92,8553,97.63,1.02
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzJanPaw,C6H6,1g,0.989820345,0.04,10.2,8405,95.94,0.96
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,C6H6,1g,2.769176458,0.2,39.7273,8360,95.43,1.02
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,C6H6,1g,2.1031762,0.2,35.8942,7751,88.48,1.16
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,C6H6,1g,2.097488441,0.1782,35.9129,8520,97.26,0.98
2018,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,C6H6,24g,2.005681818,0.38,12.4,132,36.16,1
2018,małopolskie,PL1203,strefa małopolska,MpZakopaSien,C6H6,1g,2.498456121,0.19732,23.7774,8579,97.93,1.04
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,C6H6,1g,1.533118806,0.0814,10.55,7774,88.74,1.07
2018,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,C6H6,1g,1.066387487,0.005,40.2331,8359,95.42,0.96
2018,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,C6H6,1g,1.135396539,0.06,11.17,8322,95,1.08
2018,mazowieckie,PL1403,miasto Radom,MzRadTochter,C6H6,1g,1.073862821,0.06,16.34,8260,94.29,1.06
2018,opolskie,PL1602,strefa opolska,OpKKozBSmial,C6H6,1g,3.42727177,0.0143,106.741,8451,96.47,0.95
2018,opolskie,PL1602,strefa opolska,OpOlesSlowac,C6H6,1g,0.930540094,0.03378,18.0702,8262,94.31,1.13
2018,opolskie,PL1602,strefa opolska,OpZdziePiast,C6H6,1g,2.950858963,0.01231,146.72,8723,99.57,1
2018,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,C6H6,1g,1.546471578,0.01296,17.1529,8475,96.74,0.99
2018,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,C6H6,1g,1.753207254,0.1701,25.5991,8455,96.51,1.03
2018,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,C6H6,1g,1.306607718,0.065,16.1242,8278,94.49,0.99
2018,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,C6H6,1g,0.772978467,0,16.42,8313,94.89,1.01
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,C6H6,1g,0.845444576,0,14.5952,8310,94.86,0.91
2018,pomorskie,PL2202,strefa pomorska,PmKosTargo12,C6H6,1g,1.128857282,0.01089,27.454,7664,87.48,0.97
2018,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,C6H6,24g,3.167214485,0.25,21,359,98.35,0.98
2018,pomorskie,PL2202,strefa pomorska,PmLinieKos17,C6H6,24g,1.412396694,0.1,7.1,363,99.45,1.01
2018,pomorskie,PL2202,strefa pomorska,PmMalMicki15,C6H6,24g,2.048595506,0.25,15.5,356,97.53,1.01
2018,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,C6H6,1g,0.733339248,0.01527,14.3819,6751,77.06,1.45
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,C6H6,1g,1.504722679,0.156,13.384,8748,99.86,1.01
2018,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,C6H6,1g,2.666504943,0.125,27.293,8395,95.83,0.93
2018,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,C6H6,1g,1.681742899,0.0891,35.5212,7921,90.42,1.12
2018,śląskie,PL2405,strefa śląska,SlCzerKopaln,C6H6,1g,4.144374862,0.09928,261.974,8318,94.95,1.06
2018,śląskie,PL2405,strefa śląska,SlZlotPotLes,C6H6,1g,0.970686608,0.09,7.479,8126,92.76,0.98
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,C6H6,1g,1.971177343,0.13,17.57,3372,38.49,0.57
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,C6H6,1g,1.233404355,0,13.85,4271,48.75,1.05
2018,świętokrzyskie,PL2602,strefa świętokrzyska,SkStaraZlota,C6H6,1g,0.713606648,0,25.02,8364,95.47,1.04
2018,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,C6H6,1g,1.036206459,0.03409,8.52057,8395,95.83,0.95
2018,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,C6H6,1g,1.436584421,0,17.3797,8519,97.24,1.02
2018,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,C6H6,1g,1.289340586,0.03325,12.4117,8633,98.55,0.99
2018,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,C6H6,1g,0.390753183,0,8.0475,8353,95.35,0.93
2018,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,C6H6,1g,0.695576595,0.02121,9.61283,8036,91.73,0.87
2018,wielkopolskie,PL3003,strefa wielkopolska,WpKozieosLes,C6H6,1g,1.447623027,0.11318,15.3889,5937,67.77,0.38
2018,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,C6H6,1g,1.104663068,0.07562,11.5385,8430,96.23,0.93
2019,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,C6H6,1g,0.712991256,0.03734,6.60737,8600,98.17,0.99
2019,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,C6H6,1g,0.914857459,0,14.4961,8166,93.21,1
2019,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,C6H6,1g,1.059978535,0.02184,14.6594,8601,98.18,1.01
2019,dolnośląskie,PL0204,strefa dolnośląska,DsZgorBohGet,C6H6,1g,1.125720209,0,14.9961,7707,87.97,0.88
2019,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,C6H6,1g,0.771893211,0,14.77,6761,77.18,1.02
2019,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,C6H6,1g,1.240478666,0,23.31,8273,94.44,1.01
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,C6H6,1g,0.74366344,0.02,9.13,8058,91.98,1.14
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpMogiNowMOB,C6H6,1g,0.957768246,0,25.96,7810,89.15,1.07
2019,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,C6H6,1g,1.585889977,0.1,9.3,8680,99.08,1.01
2019,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,C6H6,1g,1.066167556,0,15,8248,94.15,1.03
2019,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,C6H6,1g,1.474062954,0.06,9.18,8619,98.39,0.98
2019,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,C6H6,1g,0.35308553,0,12.9547,8208,93.69,0.96
2019,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,C6H6,1g,0.407543771,0.01732,6.55225,8734,99.7,1
2019,lubuskie,PL0803,strefa lubuska,LuNowaSolMOB,C6H6,1g,0.244978812,0,6.4791,3561,40.65,0.71
2019,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,C6H6,1g,0.363513597,0.00891,7.93519,6706,76.55,1.85
2019,lubuskie,PL0803,strefa lubuska,LuZarySzyman,C6H6,1g,1.318519358,0,30.3426,8176,93.33,1
2019,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,C6H6,1g,1.230397158,0.01,22.2,8586,98.01,1.02
2019,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,C6H6,1g,1.052102704,0.02,22.15,8040,91.78,1.14
2019,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,C6H6,1g,1.274769897,0.2,13.7175,8456,96.52,0.96
2019,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,C6H6,1g,1.081922519,0.2,17.3865,8515,97.2,1.05
2019,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,C6H6,1g,1.487391633,0.2,32.555,8646,98.69,1.02
2019,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,C6H6,1g,0.831018558,0.2,19.585,8760,100,1.01
2019,małopolskie,PL1203,strefa małopolska,MpNoTargPSlo,C6H6,1g,2.108234733,0.2,20.7767,8271,94.41,1.09
2019,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,C6H6,1g,1.142764086,0.01,15.43,8164,93.19,0.92
2019,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,C6H6,1g,0.886148602,0.0002,52.2342,8442,96.36,0.96
2019,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,C6H6,1g,0.625365602,0.02,17.94,8326,95.04,1.1
2019,mazowieckie,PL1403,miasto Radom,MzRadTochter,C6H6,1g,1.263037116,0,35.36,8406,95.95,1.02
2019,mazowieckie,PL1404,strefa mazowiecka,MzBialaKmiciMOB,C6H6,1g,1.247665339,0.01,61.34,7530,85.95,1.03
2019,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,C6H6,1g,0.642027553,0.02915,4.28702,8680,99.08,1.01
2019,opolskie,PL1602,strefa opolska,OpKKozBSmial,C6H6,1g,2.777267191,0.03401,249.217,8703,99.34,1.02
2019,opolskie,PL1602,strefa opolska,OpPrudPodgor,C6H6,1g,1.135703162,0,21.2004,8279,94.5,0.97
2019,opolskie,PL1602,strefa opolska,OpZdziePiast,C6H6,1g,2.383566108,0.0152,61.4925,8256,94.24,0.92
2019,podkarpackie,PL1801,miasto Rzeszów,PkRzeszPilsu,C6H6,1g,1.738823251,0,49.1345,8667,98.93,0.99
2019,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,C6H6,1g,1.240339573,0,30.7636,8328,95.06,1.01
2019,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,C6H6,1g,1.42009823,0.038,28.579,8300,94.74,0.96
2019,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,C6H6,1g,1.035907965,0.07,14.8574,8041,91.79,0.98
2019,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,C6H6,1g,0.497198296,0,17.06,8684,99.13,1.01
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,C6H6,1g,0.494681479,0,16.0772,8708,99.4,1.01
2019,pomorskie,PL2202,strefa pomorska,PmKosTargo12,C6H6,1g,0.616939071,0.02791,7.92997,7796,88.99,1.03
2019,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,C6H6,24g,3.030267062,0.25,18,337,92.32,0.93
