Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],N Days > 120 (S8max),26 max (S8max) [µg/m3],Per. S93.2 (S8max) [µg/m3],AOT40 V-VII [µg/m3]*h,SOMO35 [µg/m3]*d,Number of measurements,Summer completeness [%],Winter completeness [%],Number of complete summer months (IV-IX),Completeness [%],Summer/Winter Number
2020,pomorskie,PL2202,strefa pomorska,PmLinieKos17,O3,1g,55.378804514,0.79167,136.962,1,99.377525,99.377525,2454.321150954,2675.9248,8770,100,100,6,99.84,1
2020,pomorskie,PL2202,strefa pomorska,PmMalMicki15,O3,1g,46.546093915,0.055,141.671,1,95.6887875,95.9519375,1390.437604444,1783.818164729,8213,99,88,6,93.49,1.12
2020,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,O3,1g,42.310436111,0.00384,154.236,5,107.848525,107.848525,7929.474130889,3557.532234714,8753,99,100,6,99.64,0.99
2020,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,O3,1g,41.891482561,1.2559,156.499,5,105.44435,105.44435,7380.169436083,3287.4126,8773,100,100,6,99.87,1
2020,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,O3,1g,43.965202528,1.10183,156.209,5,108.99525,108.99525,8125.222505989,3681.184388139,8715,99,99,6,99.21,1
2020,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,O3,1g,44.555918161,0.11722,145.969,5,106.342,107.0669625,6564.044411257,3281.3289275,8686,98,100,6,98.88,0.98
2020,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,O3,1g,51.966700009,1.33833,135.782,2,107.7361125,107.7361125,6712.175068722,3740.439986578,8733,100,99,6,99.41,1.01
2020,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,O3,1g,49.689908145,-1.05722,152.644,7,107.6465,107.6465,7713.7829,4149.279278572,8774,100,100,6,99.88,1
2020,śląskie,PL2405,strefa śląska,SlGoczaUzdroMOB,O3,1g,45.817335396,0.16722,144.932,8,109.4503,109.656875,8734.767745753,3875.397309338,8632,98,99,5,98.26,0.99
2020,śląskie,PL2405,strefa śląska,SlUstronSana,O3,1g,56.242438468,1.13408,133.908,1,106.2838,106.2838,6600.420148634,3814.906108591,8751,99,100,6,99.62,1
2020,śląskie,PL2405,strefa śląska,SlWodzGalczy,O3,1g,45.727739519,0.71778,146.726,6,108.3125,108.3125,6737.830013793,3468.411046008,8771,100,100,6,99.85,1
2020,śląskie,PL2405,strefa śląska,SlZlotPotLes,O3,1g,54.713114018,1.34918,156.82,9,113.617375,113.617375,9470.688398904,4517.097527571,8739,99,99,6,99.48,1
2020,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,O3,1g,45.508114286,1,147,5,107.125,107.125,9222.414545455,3950.919863014,8750,100,100,6,99.61,1
2020,świętokrzyskie,PL2602,strefa świętokrzyska,SkGoluUjWody,O3,1g,48.454785326,1.1,129.6,1,97.2125,97.2125,3165.338700823,2520.202199355,8641,99,98,6,98.37,1.02
2020,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,O3,1g,43.125480549,0,152.8,5,106.5625,106.5625,7460.114700544,3117.702698195,8740,99,100,6,99.49,1
2020,świętokrzyskie,PL2602,strefa świętokrzyska,SkOstrOsSlonMOB,O3,1g,44.799392655,1.1,129.3,2,98.325,98.4,4017.89699727,2398.271020409,8496,97,96,4,96.72,1.02
2020,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,O3,1g,47.112070383,1.8,137,1,96,99.825,5689.28,2514.432904913,7786,83,94,2,88.63,0.89
2020,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,O3,1g,46.67051771,0.44111,133.856,2,96.0954875,96.0954875,2989.867620822,2291.161149634,8710,99,99,6,99.15,1
2020,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,O3,1g,48.319116681,0.07889,128.056,0,95.6180125,95.79965,3476.742,2277.085761227,8455,93,99,3,96.25,0.94
2020,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,O3,1g,51.331132288,0.96778,141.903,1,95.8065875,95.8065875,5438.76013951,2589.397444643,8777,100,100,6,99.92,1
2020,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,O3,1g,51.155161255,2.61792,141.408,0,94.6013625,95.25125,3294.374970599,2043.43614055,8662,99,99,6,98.61,1
2020,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,O3,1g,48.500142623,0.06056,139.597,3,98.5012625,98.758725,3856.02309635,2628.748514989,8630,99,98,6,98.24,1.01
2020,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,O3,1g,51.420336381,1,143.367,2,98.119725,98.2563375,5038.585632897,2784.498497426,8647,98,99,5,98.44,0.99
2020,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,O3,1g,41.279296003,0.03611,139.316,3,98.4060375,98.4060375,3568.1155,2386.625033425,8768,100,100,6,99.81,1
2020,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,O3,1g,48.156278748,0.14056,139.942,4,101.382675,102.5056375,5901.362329075,3288.024917577,8634,98,99,5,98.29,0.99
2020,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,O3,1g,48.458058111,0.30185,151.21,10,109.2607625,109.2607625,6846.1723,3700.1352625,8779,100,100,6,99.94,1
2020,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,O3,1g,47.579826594,0.38481,150.136,7,107.7223875,108.707375,5444.646282676,3728.554798385,7833,99,79,6,89.17,1.26
2020,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,O3,1g,48.43174001,0.14528,156.184,6,108.213875,108.213875,6492.11050929,3518.125947934,8741,100,99,6,99.51,1.01
2020,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,O3,1g,55.602910805,4.06333,169.622,14,108.8158,108.8158,6277.5012,4034.296895568,8717,100,98,6,99.23,1.02
2020,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszChopin,O3,1g,52.131196646,0.5407,139.828,3,96.7214375,97.491325,3545.6177,2486.494056624,8524,97,97,5,97.04,1.01
2020,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,O3,1g,51.432078834,0.29631,145.68,5,103.6528625,104.2900625,4933.960804372,3140.974171408,8618,99,97,6,98.11,1.03
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocBartni,O3,1g,48.938088877,0,147.4,14,111.627625,111.80725,14621.881521096,3906.113088143,8558,99,96,6,97.69,1.03
2021,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,O3,1g,48.825335274,0,160.215,17,115.59125,115.6653625,16583.2684,3982.736534722,8673,100,98,6,99,1.02
2021,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,O3,1g,45.053482859,0,157.736,9,106.5192375,106.68615,11161.375088423,2781.9542281,8597,99,97,6,98.13,1.03
2021,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,O3,1g,50.051158312,0.02278,131.444,2,105.758875,105.758875,10334.042743486,3180.762884936,8673,99,99,6,99,1
2021,dolnośląskie,PL0204,strefa dolnośląska,DsCzerStraza,O3,1g,67.646208567,2.15938,133.42,4,106.5409875,107.020875,9283.287677311,4032.279198767,8624,98,99,6,98.44,0.99
2021,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,O3,1g,50.875167639,0.04,138.143,8,111.8433375,111.8433375,14763.551699724,4329.85976887,8669,99,99,6,98.96,1.01
2021,dolnośląskie,PL0204,strefa dolnośląska,DsKlodzSzkol,O3,1g,45.766108132,0,143.057,5,106.636175,107.4072375,11438.699796139,3270.725046516,8538,96,99,4,97.46,0.98
2021,dolnośląskie,PL0204,strefa dolnośląska,DsOlawZolnAK,O3,1g,50.579799728,0,162.466,16,111.4055,112.3595,16911.551448529,4234.900133672,8639,98,100,6,98.61,0.99
2021,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,O3,1g,48.316024703,0,143.853,12,111.3348875,111.53975,13824.042584498,3909.751623044,8486,96,98,5,96.87,0.99
2021,dolnośląskie,PL0204,strefa dolnośląska,DsSniezkaObs,O3,1g,72.227466821,1.2,148.3,10,106.4375,107.2,8745.177635197,5283.915727255,8665,99,99,6,98.91,1.01
2021,dolnośląskie,PL0204,strefa dolnośląska,DsTrzebniMaj,O3,1g,53.287809838,0,152.74,7,107.25925,107.2775625,12723.464475921,3361.23680245,8629,98,99,6,98.5,0.99
2021,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,O3,1g,44.562557604,0,148,7,102.25,103.25,10176.175502742,2685.774721448,8680,98,100,5,99.08,0.99
2021,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,O3,1g,54.580800833,4.4,151.8,15,112.15,113.5375,16382.7,4512.408993416,8641,100,97,6,98.64,1.03
2021,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclKalis,O3,1g,48.360886358,0,158.8,6,98.375,98.375,7274.447514119,3247.264023971,8750,100,100,6,99.88,1
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,O3,1g,48.442380897,0,155,11,106.75,106.875,13400,3437.354910714,8669,100,98,6,98.96,1.02
2021,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,O3,1g,48.09499582,0.1,141.8,4,99.3375,100.4,9019.725153374,2745.978865607,8373,94,97,5,95.58,0.97
2021,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,O3,1g,37.576842404,0.1,140.544,1,81.0125,83.325,533.938684161,923.539020039,8452,97,96,5,96.48,1.02
2021,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,O3,1g,47.199337819,0.16,123.69,0,99.19375,100.2475,8072.288659794,2690.419219289,8472,97,96,6,96.71,1.01
2021,lubelskie,PL0602,strefa lubelska,LbFlorianRPN,O3,1g,50.867372738,0.29925,128.6775,0,99.60286875,100.95448125,7456.567737443,3023.682999148,7980,99,83,6,91.09,1.2
2021,lubelskie,PL0602,strefa lubelska,LbJarczWolaM,O3,1g,44.813832489,0,118.5,0,93.975,93.975,4714.910752493,1810.408642463,8723,99,100,6,99.57,1
2021,lubelskie,PL0602,strefa lubelska,LbWilczopole,O3,1g,50.184058785,0.8,148.9,8,112.1,112.5125,19519.845553145,3894.532514229,8310,90,99,4,94.86,0.91
2021,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,O3,1g,36.02956988,0.40947,125.752,0,81.6997375,82.2587375,2050.014889518,853.853005238,8391,98,94,6,95.78,1.04
2021,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,O3,1g,51.849964466,0.1,136.461,4,103.0067375,103.0169,7785.81096,2616.148306207,8558,98,97,6,97.69,1.02
2021,lubuskie,PL0803,strefa lubuska,LuSmolBytnic,O3,1g,49.608706964,0.00333,150.649,12,110.9545375,111.3295,13970.719486078,3950.991259332,8436,99,93,6,96.3,1.07
2021,lubuskie,PL0803,strefa lubuska,LuSulecDudka,O3,1g,47.267179451,0.355,139.553,6,94.1575,95.356025,6053.274735484,2086.304913732,8566,98,98,5,97.78,1
2021,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,O3,1g,42.296387983,0.00611,148.192,3,97.7880625,97.7880625,7060.6009,2008.825973412,8734,100,99,6,99.7,1.01
2021,lubuskie,PL0803,strefa lubuska,LuZarySzyman,O3,1g,52.498678406,0.27278,156.336,12,113.35025,114.5341125,15948.275659701,3956.606182308,8716,99,100,5,99.49,1
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,O3,1g,53.512152658,1.7,157.5,11,111.9375,112.7875,16410.757478833,3968.641741071,8673,98,100,6,99,0.99
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,O3,1g,48.673773245,0.9,145.9,11,111.325,111.7875,15027.400569801,3840.722428288,8335,97,94,5,95.14,1.04
2021,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,O3,1g,49.259879196,0.8,172.2,8,109.4375,110.1,15138.791489362,3542.624270624,8609,97,99,6,98.27,0.98
2021,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,O3,1g,50.815272556,0.7,140.4,7,108.4625,108.9625,12894.031897342,3790.569069602,8512,98,97,5,97.16,1.02
2021,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,O3,1g,56.142770734,2.3,139.7,8,109.4875,110.6875,13996.164444444,4167.151685393,8597,99,97,6,98.13,1.02
2021,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,O3,1g,46.019357085,2.2,138.2,5,109.7375,109.9,14324.475893676,3571.648013078,8617,98,98,6,98.36,1
2021,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,O3,1g,48.160056193,0.7,149.1,3,108.025,108.9375,13945.564444444,3615.702500341,8542,99,96,6,97.51,1.03
2021,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,O3,1g,39.424333294,0.20562,183.402,19,117.31925,117.31925,17745.1487,3941.912272875,8703,100,99,6,99.34,1.02
2021,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,O3,1g,50.21864428,1.44,139.985,6,111.2405875,111.2405875,15921.9731,3993.101083909,8722,100,99,6,99.56,1.01
2021,małopolskie,PL1203,strefa małopolska,MpKaszowLisz,O3,1g,49.557180616,0.3,147.604,15,114.84725,114.84725,17350.609486027,4360.728567161,8706,99,99,6,99.38,1
2021,małopolskie,PL1203,strefa małopolska,MpSzarowSpok,O3,1g,46.70707365,0.21111,170.518,11,109.8966,109.8966,13257.097521526,3602.1926,8748,100,100,6,99.86,1.01
2021,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,O3,1g,58.098775661,1.61278,136.702,5,109.201875,109.47975,14841.010269871,4617.954912925,8597,98,98,6,98.13,1.01
2021,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,O3,1g,51.117768663,0.94406,173.696,12,110.732825,110.732825,13667.688680695,3509.391580357,8683,99,99,6,99.12,1
2021,małopolskie,PL1203,strefa małopolska,MpZakopaSien,O3,1g,52.395296645,0.92056,137.207,3,106.897625,106.897625,14168.114974955,4362.837028715,8689,99,99,6,99.18,1.01
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarChrosci,O3,1g,45.016320212,0.18,159.018,8,108.77025,109.038,14539.647559229,3470.767134899,8663,99,99,6,98.89,1.01
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,O3,1g,44.179589296,1.01,153.04,3,103.075,103.075,10701.77,2744.42062729,8721,100,99,6,99.55,1.01
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarMeteo,O3,1g,45.251772781,0,153.3,5,107.01625,107.01625,11996.266183137,3285.740857078,8674,100,98,6,99.01,1.03
2021,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,O3,1g,47.321985345,0.14,143.1,7,108.56,108.56,13656.409872958,3432.899728546,8734,100,100,6,99.7,1.01
2021,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,O3,1g,51.682665292,0.25,141.74,6,106.97,106.97,12502.33373297,3288.510510696,8727,100,99,6,99.62,1.01
2021,mazowieckie,PL1403,miasto Radom,MzRadTochter,O3,1g,48.679044063,0.3,149.3919234,5,111.048936557,111.591489038,15089.543561726,3858.905209463,8553,99,96,6,97.63,1.03
2021,mazowieckie,PL1404,strefa mazowiecka,MzBelsIGFPAN,O3,1g,51.677775273,0.9,134.8,1,103.2125,103.2875,9267.5,3170.534063815,8598,99,97,6,98.15,1.02
2021,mazowieckie,PL1404,strefa mazowiecka,MzGranicaKPN,O3,1g,49.72583002,0.2,151.17825,8,111.6775,111.765815,14076.482313928,3909.689097115,8434,97,96,5,96.27,1.01
2021,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,O3,1g,56.024579861,0.97,163.13,9,110.7075,110.8925,12510.786702997,3867.694068345,8640,99,98,6,98.63,1.02
2021,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,O3,1g,46.498706514,0.4,166.3,9,109.55,109.7375,15164.21402214,3553.388098592,8566,99,96,6,97.78,1.04
2021,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,O3,1g,46.29861327,1.2,145.3,13,113.025,113.025,17059.715846995,4113.234190015,8696,99,100,6,99.26,1
2021,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,O3,1g,43.612689529,0.1,143.5,8,107.5875,107.5875,13299.85055912,3099.394475138,8719,99,100,6,99.53,1
2021,opolskie,PL1602,strefa opolska,OpKKozBSmial,O3,1g,45.856427564,0.02111,161.5,11,109.139525,110.0195,14093.6143,4069.881466685,8347,100,91,6,95.28,1.11
2021,opolskie,PL1602,strefa opolska,OpOlesSlowac,O3,1g,51.038295863,0.81278,161.732,15,114.39125,114.75525,17333.7281,4422.741165004,8596,100,96,6,98.12,1.04
2021,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,O3,1g,49.048882103,0.04278,136.358,1,104.7259875,105.24895,11777.100387523,3588.783470982,8640,99,98,6,98.63,1.01
2021,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,O3,1g,41.031874728,0.01556,133.74,0,94.5277125,94.9776,2911.704616886,1834.716164166,8632,98,99,5,98.53,0.99
2021,podkarpackie,PL1802,strefa podkarpacka,PkKrempnaMPN,O3,1g,51.645196042,0.54405,127.736,2,103.67095,103.80855,11234.314480369,3761.500328526,8668,99,99,6,98.94,1.01
2021,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,O3,1g,47.355870312,0.10111,151.972,2,109.9542625,110.522625,14873.552812877,3363.2245797,8343,91,99,3,95.23,0.92
2021,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,O3,1g,44.827334894,0.42389,131.103,1,98.9897,99.16995,6939.540503758,2552.522366421,8674,99,99,6,99.01,1.01
2021,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,O3,1g,38.259295956,0.11597,120.49,0,85.0214875,85.0701375,2023.792572093,970.623238321,8589,96,100,5,98.04,0.97
2021,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWarsza,O3,1g,46.300157786,0,127,0,94.75,97,5602.664039409,2101.283647732,8239,88,100,4,94.05,0.89
2021,podlaskie,PL2002,strefa podlaska,PdAugustowUz,O3,1g,48.568767573,0,121,0,98.25,98.375,7417.910338518,2452.308360313,8536,95,100,5,97.44,0.96
2021,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,O3,1g,48.927991137,0,127,0,102.125,103.25,8371.916287534,3205.617357215,8124,99,86,6,92.73,1.16
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczkow,O3,1g,46.025266842,0.18585,129.368,0,88.43525,88.4732,4093.810685559,1424.809018106,8693,99,100,6,99.23,1
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPorebsk,O3,1g,53.744454773,0.3851,143.459,1,100.564,100.564,6668.173549091,2697.550520203,8747,100,100,6,99.85,1.01
2021,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzafran,O3,1g,54.136266293,1.68154,145.018,3,96.5975375,97.13135,7362.576914075,2510.02684231,8458,99,95,6,96.55,1.05
2021,pomorskie,PL2202,strefa pomorska,PmLebaRabka1,O3,1g,63.133878719,0.1,171.1,13,112.325,112.325,15889.585480944,4673.604395604,8740,100,100,6,99.77,1
2021,pomorskie,PL2202,strefa pomorska,PmLebMalczew,O3,1g,50.81046569,1.57111,158.492,8,103.7075875,104.0465375,12376.475455941,3204.194708957,8536,98,97,6,97.44,1.02
2021,pomorskie,PL2202,strefa pomorska,PmLinieKosci,O3,1g,67.599165751,3.79444,163.511,26,121.194125,121.194125,25655.449151825,6388.178731005,8716,99,100,6,99.49,1.01
2021,pomorskie,PL2202,strefa pomorska,PmMalMickiew,O3,1g,44.886839997,0.87556,134.584,3,87.49055,87.49055,3447.907940146,1232.803146468,8658,100,98,6,98.83,1.02
2021,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,O3,1g,44.673353401,0.00013,152.581,6,99.8561875,99.8561875,9124.024161025,2346.329889635,8717,99,100,6,99.5,1
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlDabroTysia,O3,1g,42.334490908,0.595,154.913,8,106.6638,107.144125,13741.277047887,3358.00841328,8444,95,98,4,96.39,0.98
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,O3,1g,42.001563862,1.10918,150.732,5,107.4853375,107.546375,10869.030809809,3207.83306875,8654,98,100,5,98.78,0.99
2021,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,O3,1g,45.155607868,0.7421,179.465,19,115.825875,115.825875,17099.638512,4145.27701798,8747,100,100,6,99.85,1
2021,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,O3,1g,46.556906208,0.63222,178.869,16,112.96195,114.135625,16814.490030657,4120.757617754,8450,99,93,6,96.46,1.07
2021,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,O3,1g,53.831870331,1.92611,152.323,7,110.777,110.777,14944.206638113,4195.841214334,8729,99,100,6,99.64,1
2021,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,O3,1g,48.710415879,0.6,162.582,7,109.182025,110.4037,14133.605816727,3767.910398893,8653,100,98,6,98.77,1.03
2021,śląskie,PL2405,strefa śląska,SlGoczaUzdroMOB,O3,1g,47.666592937,0.56056,169.173,13,114.282,114.282,15226.954863158,3978.568821009,8734,100,100,6,99.7,1
2021,śląskie,PL2405,strefa śląska,SlUstronSana,O3,1g,57.456299109,0.72303,148.311,6,111.371425,111.415,14258.021617021,4248.022584243,8674,99,99,6,99.01,1
2021,śląskie,PL2405,strefa śląska,SlWodzGalczy,O3,1g,46.580418423,0.57029,157.576,10,108.203625,109.020825,14197.637837602,3756.450673041,8657,100,98,6,98.82,1.03
2021,śląskie,PL2405,strefa śląska,SlZlotPotLes,O3,1g,55.298852633,0.68772,149.951,13,115.74825,116.01,16990.20219242,4500.341322318,8609,97,100,5,98.27,0.97
2021,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,O3,1g,45.035339398,0,141,4,107.875,108.125,12707.071633238,3288.538968704,8574,97,99,5,97.87,0.99
2021,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,O3,1g,47.193454629,0,150.5,6,109.1375,109.1375,13371.949090909,3667.786229396,8739,100,100,6,99.76,1
2021,świętokrzyskie,PL2602,strefa świętokrzyska,SkSandZielnaMOB,O3,1g,55.602852019,0.3,138.8,2,104.375,104.65,12298.399272066,3794.071876244,8643,99,98,6,98.66,1.02
2021,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,O3,1g,50.121386138,0.23025,138.93,2,99.837716667,101.4929875,8372.621188011,2687.110012514,8579,99,97,6,97.93,1.03
2021,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,O3,1g,51.056186825,1.77111,130.78,2,101.1745375,101.1745375,8410.883507804,2725.547977977,8747,100,100,6,99.85,1
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,O3,1g,55.968308254,0.16611,139.997,4,107.1927625,107.1927625,12108.867130245,3562.724505724,8741,100,100,6,99.78,1.01
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,O3,1g,54.914968019,2.09722,128.753,0,101.232,101.232,8607.238434877,2830.826583884,8679,100,98,6,99.07,1.02
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,O3,1g,50.378179678,1.75333,147.778,4,100.8095,101.12965,9717.060032937,2733.154003002,8627,98,99,6,98.48,1
2021,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,O3,1g,52.173659201,-0.00096,132.219,0,99.48445,100.1029125,7008.368680663,2538.698124385,8689,99,99,6,99.18,1
2021,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,O3,1g,42.598287669,0.02222,146.721,4,101.4013375,101.4013375,8423.602901845,2417.59904484,8708,99,100,6,99.4,1
2021,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,O3,1g,50.849111865,0.51389,146.308,6,105.40825,105.40825,10714.1535,3340.654797078,8728,99,100,6,99.63,1
2021,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,O3,1g,46.290339987,0.05145,144.485,7,103.912,103.912,10536.0848,2828.216111878,8704,99,100,6,99.36,0.99
2021,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,O3,1g,47.334499016,0.49797,135.953,1,95.271825,95.271825,5602.543001635,2165.280909752,8720,100,99,6,99.54,1.01
2021,wielkopolskie,PL3003,strefa wielkopolska,WpPiaskiKrzy,O3,1g,49.707703216,0.14668,159.882,11,107.1978375,107.1978375,13625.2357,3489.131233296,8744,100,100,6,99.81,1.01
2021,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndrze,O3,1g,55.417791749,4.00669,158.808,12,102.4012375,102.4012375,11779.3321,3524.011625,8757,100,100,6,99.96,1.01
2021,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszChopin,O3,1g,54.878538037,0.41529,155.747,6,106.348875,106.348875,11019.916525341,3294.871829718,8735,100,100,6,99.71,1.01
2021,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,O3,1g,50.23483769,0.50917,147.284,4,99.3141,102.4263,8673.499630825,2374.91009909,8671,100,98,6,98.98,1.02
