SOUID,DATE,CC,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
236775,2017,4.876712328767123,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
236775,2018,4.564383561643836,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
236775,2019,4.526027397260274,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
236775,2020,4.459016393442623,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
236775,2021,4.668493150684932,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
236967,2017,5.120547945205479,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
236967,2018,5.123287671232877,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
236967,2019,4.942465753424657,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
236967,2020,4.73224043715847,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
236967,2021,5.002739726027397,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
237075,2017,5.553424657534246,24885,LAZY,PL,+49:58:00,+020:30:00,251, CC3,1989-01-01,2022-08-31,26,Miroslaw Mietus
237075,2017,5.553424657534246,24911,LAZY,PL,+49:58:00,+020:30:00,251, CC3,1989-01-01,2022-08-31,26,Miroslaw Mietus
237075,2018,5.298630136986302,24885,LAZY,PL,+49:58:00,+020:30:00,251, CC3,1989-01-01,2022-08-31,26,Miroslaw Mietus
237075,2018,5.298630136986302,24911,LAZY,PL,+49:58:00,+020:30:00,251, CC3,1989-01-01,2022-08-31,26,Miroslaw Mietus
237075,2019,5.208219178082191,24885,LAZY,PL,+49:58:00,+020:30:00,251, CC3,1989-01-01,2022-08-31,26,Miroslaw Mietus
237075,2019,5.208219178082191,24911,LAZY,PL,+49:58:00,+020:30:00,251, CC3,1989-01-01,2022-08-31,26,Miroslaw Mietus
237075,2020,5.0109289617486334,24885,LAZY,PL,+49:58:00,+020:30:00,251, CC3,1989-01-01,2022-08-31,26,Miroslaw Mietus
237075,2020,5.0109289617486334,24911,LAZY,PL,+49:58:00,+020:30:00,251, CC3,1989-01-01,2022-08-31,26,Miroslaw Mietus
237123,2017,5.287671232876712,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, CC3,1952-01-01,2022-08-31,26,Miroslaw Mietus
237123,2018,5.112328767123287,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, CC3,1952-01-01,2022-08-31,26,Miroslaw Mietus
237123,2019,4.96986301369863,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, CC3,1952-01-01,2022-08-31,26,Miroslaw Mietus
237123,2020,4.8497267759562845,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, CC3,1952-01-01,2022-08-31,26,Miroslaw Mietus
237123,2021,5.213698630136986,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, CC3,1952-01-01,2022-08-31,26,Miroslaw Mietus
237147,2017,4.764383561643836,24891,LACKO,PL,+49:33:34,+020:26:22,516, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
237147,2018,4.627397260273972,24891,LACKO,PL,+49:33:34,+020:26:22,516, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
237147,2019,4.265753424657534,24891,LACKO,PL,+49:33:34,+020:26:22,516, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
237147,2020,4.0710382513661205,24891,LACKO,PL,+49:33:34,+020:26:22,516, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
237147,2021,4.304109589041096,24891,LACKO,PL,+49:33:34,+020:26:22,516, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
237207,2017,4.909589041095891,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
237207,2017,4.909589041095891,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
237207,2018,4.904109589041096,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
237207,2018,4.904109589041096,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
237207,2019,4.739726027397261,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
237207,2019,4.739726027397261,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
237207,2020,4.775956284153006,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
237207,2020,4.775956284153006,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
237207,2021,4.791780821917809,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
237207,2021,4.791780821917809,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
237279,2017,4.991780821917808,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, CC3,2008-07-01,2022-08-31,26,Miroslaw Mietus
237279,2017,4.991780821917808,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, CC3,2008-07-01,2022-08-31,26,Miroslaw Mietus
237279,2018,4.580821917808219,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, CC3,2008-07-01,2022-08-31,26,Miroslaw Mietus
237279,2018,4.580821917808219,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, CC3,2008-07-01,2022-08-31,26,Miroslaw Mietus
237279,2019,4.06027397260274,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, CC3,2008-07-01,2022-08-31,26,Miroslaw Mietus
237279,2019,4.06027397260274,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, CC3,2008-07-01,2022-08-31,26,Miroslaw Mietus
237279,2020,4.226775956284153,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, CC3,2008-07-01,2022-08-31,26,Miroslaw Mietus
237279,2020,4.226775956284153,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, CC3,2008-07-01,2022-08-31,26,Miroslaw Mietus
237279,2021,4.380821917808219,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, CC3,2008-07-01,2022-08-31,26,Miroslaw Mietus
237279,2021,4.380821917808219,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, CC3,2008-07-01,2022-08-31,26,Miroslaw Mietus
237291,2017,4.8295165394402035,24880,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2017,4.8295165394402035,24903,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2017,4.8295165394402035,1383,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2018,4.942558746736292,24880,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2018,4.942558746736292,24903,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2018,4.942558746736292,1383,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2019,4.551724137931035,24880,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2019,4.551724137931035,24903,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2019,4.551724137931035,1383,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2020,4.536649214659686,24880,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2020,4.536649214659686,24903,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2020,4.536649214659686,1383,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2021,4.765333333333333,24880,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2021,4.765333333333333,24903,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237291,2021,4.765333333333333,1383,PORONIN,PL,+49:19:49,+020:02:06,848, CC3,2010-01-01,2022-08-31,26,Miroslaw Mietus
237303,2017,5.553424657534246,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, CC3,2013-01-01,2022-08-31,26,Miroslaw Mietus
237303,2017,5.553424657534246,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, CC3,2013-01-01,2022-08-31,26,Miroslaw Mietus
237303,2018,5.178082191780822,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, CC3,2013-01-01,2022-08-31,26,Miroslaw Mietus
237303,2018,5.178082191780822,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, CC3,2013-01-01,2022-08-31,26,Miroslaw Mietus
237303,2019,5.208333333333333,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, CC3,2013-01-01,2022-08-31,26,Miroslaw Mietus
237303,2019,5.208333333333333,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, CC3,2013-01-01,2022-08-31,26,Miroslaw Mietus
237303,2020,5.098360655737705,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, CC3,2013-01-01,2022-08-31,26,Miroslaw Mietus
237303,2020,5.098360655737705,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, CC3,2013-01-01,2022-08-31,26,Miroslaw Mietus
237303,2021,5.282913165266106,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, CC3,2013-01-01,2022-08-31,26,Miroslaw Mietus
237303,2021,5.282913165266106,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, CC3,2013-01-01,2022-08-31,26,Miroslaw Mietus
237471,2017,4.96986301369863,24918,DYNOW,PL,+49:50:00,+022:14:00,284, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
237471,2018,4.912328767123288,24918,DYNOW,PL,+49:50:00,+022:14:00,284, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
237471,2019,4.733516483516484,24918,DYNOW,PL,+49:50:00,+022:14:00,284, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
237471,2020,4.603825136612022,24918,DYNOW,PL,+49:50:00,+022:14:00,284, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
237471,2021,4.8931506849315065,24918,DYNOW,PL,+49:50:00,+022:14:00,284, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
237507,2017,5.460490463215259,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, CC3,1981-01-01,2022-08-31,26,Miroslaw Mietus
237507,2017,5.460490463215259,933,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, CC3,1981-01-01,2022-08-31,26,Miroslaw Mietus
237507,2018,5.449315068493151,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, CC3,1981-01-01,2022-08-31,26,Miroslaw Mietus
237507,2018,5.449315068493151,933,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, CC3,1981-01-01,2022-08-31,26,Miroslaw Mietus
237507,2019,5.452316076294278,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, CC3,1981-01-01,2022-08-31,26,Miroslaw Mietus
237507,2019,5.452316076294278,933,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, CC3,1981-01-01,2022-08-31,26,Miroslaw Mietus
237507,2020,5.117486338797814,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, CC3,1981-01-01,2022-08-31,26,Miroslaw Mietus
237507,2020,5.117486338797814,933,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, CC3,1981-01-01,2022-08-31,26,Miroslaw Mietus
237507,2021,5.4,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, CC3,1981-01-01,2022-08-31,26,Miroslaw Mietus
237507,2021,5.4,933,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, CC3,1981-01-01,2022-08-31,26,Miroslaw Mietus
237519,2017,5.2684931506849315,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
237519,2018,5.03013698630137,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
237519,2019,5.021917808219178,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
237519,2020,4.9289617486338795,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
237519,2021,5.0,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
237927,2017,6.038356164383561,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, CC3,2003-11-01,2022-08-31,26,Miroslaw Mietus
237927,2017,6.038356164383561,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, CC3,2003-11-01,2022-08-31,26,Miroslaw Mietus
237927,2018,5.512328767123288,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, CC3,2003-11-01,2022-08-31,26,Miroslaw Mietus
237927,2018,5.512328767123288,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, CC3,2003-11-01,2022-08-31,26,Miroslaw Mietus
237927,2019,5.8054794520547945,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, CC3,2003-11-01,2022-08-31,26,Miroslaw Mietus
237927,2019,5.8054794520547945,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, CC3,2003-11-01,2022-08-31,26,Miroslaw Mietus
237927,2020,5.775956284153006,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, CC3,2003-11-01,2022-08-31,26,Miroslaw Mietus
237927,2020,5.775956284153006,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, CC3,2003-11-01,2022-08-31,26,Miroslaw Mietus
237927,2021,5.879452054794521,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, CC3,2003-11-01,2022-08-31,26,Miroslaw Mietus
237927,2021,5.879452054794521,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, CC3,2003-11-01,2022-08-31,26,Miroslaw Mietus
238119,2017,4.562091503267974,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238119,2018,4.276712328767124,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238119,2019,4.126027397260274,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238119,2020,4.398907103825136,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238119,2021,4.425149700598802,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238179,2017,5.126027397260274,24977,STASZOW,PL,+50:36:00,+021:11:00,249, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238179,2018,4.798319327731092,24977,STASZOW,PL,+50:36:00,+021:11:00,249, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238179,2019,4.8054794520547945,24977,STASZOW,PL,+50:36:00,+021:11:00,249, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238179,2020,4.848066298342541,24977,STASZOW,PL,+50:36:00,+021:11:00,249, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238179,2021,5.021917808219178,24977,STASZOW,PL,+50:36:00,+021:11:00,249, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238191,2017,4.556164383561644,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238191,2018,4.315068493150685,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238191,2019,4.301369863013699,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238191,2020,4.136612021857924,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238191,2021,4.405479452054794,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238359,2017,6.052054794520548,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2017,6.052054794520548,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2017,6.052054794520548,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2018,5.786301369863014,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2018,5.786301369863014,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2018,5.786301369863014,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2019,5.8931506849315065,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2019,5.8931506849315065,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2019,5.8931506849315065,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2020,5.961748633879782,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2020,5.961748633879782,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2020,5.961748633879782,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2021,6.076923076923077,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2021,6.076923076923077,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238359,2021,6.076923076923077,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
238635,2017,5.7970149253731345,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238635,2018,4.904109589041096,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238635,2019,5.134246575342465,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238635,2020,5.224043715846994,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238635,2021,5.457534246575342,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238671,2017,5.712328767123288,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, CC3,1975-01-01,2022-08-31,26,Miroslaw Mietus
238671,2018,4.997260273972603,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, CC3,1975-01-01,2022-08-31,26,Miroslaw Mietus
238671,2019,5.131506849315069,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, CC3,1975-01-01,2022-08-31,26,Miroslaw Mietus
238671,2020,5.30327868852459,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, CC3,1975-01-01,2022-08-31,26,Miroslaw Mietus
238671,2021,5.383561643835616,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, CC3,1975-01-01,2022-08-31,26,Miroslaw Mietus
238827,2017,4.583561643835616,25031,GORZYN,PL,+52:34:00,+015:54:00,79, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238827,2018,4.065753424657534,25031,GORZYN,PL,+52:34:00,+015:54:00,79, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238827,2019,4.038356164383561,25031,GORZYN,PL,+52:34:00,+015:54:00,79, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238827,2020,4.073770491803279,25031,GORZYN,PL,+52:34:00,+015:54:00,79, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238827,2021,4.567123287671233,25031,GORZYN,PL,+52:34:00,+015:54:00,79, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
238911,2017,4.578082191780822,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238911,2018,3.863013698630137,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238911,2019,3.8438356164383563,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238911,2020,3.92896174863388,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238911,2021,4.446575342465754,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238983,2018,3.718562874251497,25044,KOLUDA WIELKA,PL,+52:44:00,+018:09:00,76, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238983,2019,4.3829201101928374,25044,KOLUDA WIELKA,PL,+52:44:00,+018:09:00,76, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238983,2020,4.540983606557377,25044,KOLUDA WIELKA,PL,+52:44:00,+018:09:00,76, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
238983,2021,4.6876712328767125,25044,KOLUDA WIELKA,PL,+52:44:00,+018:09:00,76, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239091,2017,5.36986301369863,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239091,2018,4.210958904109589,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239091,2019,4.402739726027397,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239091,2020,4.812680115273775,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239091,2021,4.745205479452054,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
