SOUID,DATE,HU,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
237121,2017,78.27123287671233,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, HU2,1952-01-01,2022-08-31,26,Miroslaw Mietus
237121,2018,76.86849315068493,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, HU2,1952-01-01,2022-08-31,26,Miroslaw Mietus
237121,2019,74.1972602739726,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, HU2,1952-01-01,2022-08-31,26,Miroslaw Mietus
237121,2020,74.51092896174863,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, HU2,1952-01-01,2022-08-31,26,Miroslaw Mietus
237121,2021,76.72602739726027,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, HU2,1952-01-01,2022-08-31,26,Miroslaw Mietus
237205,2017,83.85205479452055,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, HU2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237205,2017,83.85205479452055,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, HU2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237205,2018,82.37808219178082,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, HU2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237205,2018,82.37808219178082,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, HU2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237205,2019,79.4876712328767,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, HU2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237205,2019,79.4876712328767,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, HU2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237205,2020,79.56557377049181,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, HU2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237205,2020,79.56557377049181,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, HU2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237205,2021,81.76712328767124,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, HU2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237205,2021,81.76712328767124,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, HU2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237289,2017,78.43347050754458,24880,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2017,78.43347050754458,24897,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2017,78.43347050754458,24903,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2017,78.43347050754458,1383,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2018,80.57338820301783,24880,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2018,80.57338820301783,24897,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2018,80.57338820301783,24903,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2018,80.57338820301783,1383,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2019,80.22633744855968,24880,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2019,80.22633744855968,24897,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2019,80.22633744855968,24903,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2019,80.22633744855968,1383,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2020,78.85792349726776,24880,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2020,78.85792349726776,24897,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2020,78.85792349726776,24903,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2020,78.85792349726776,1383,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2021,77.79698216735254,24880,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2021,77.79698216735254,24897,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2021,77.79698216735254,24903,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237289,2021,77.79698216735254,1383,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237301,2017,78.58904109589041,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237301,2017,78.58904109589041,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237301,2018,80.51506849315068,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237301,2018,80.51506849315068,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237301,2019,77.35342465753425,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237301,2019,77.35342465753425,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237301,2020,76.98087431693989,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237301,2020,76.98087431693989,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237301,2021,76.9041095890411,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237301,2021,76.9041095890411,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237517,2017,82.71780821917808,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237517,2018,82.86849315068493,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237517,2019,81.47945205479452,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237517,2020,82.12021857923497,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237517,2021,81.83835616438355,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237925,2017,79.97534246575343,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237925,2017,79.97534246575343,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237925,2018,77.78630136986301,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237925,2018,77.78630136986301,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237925,2019,77.32876712328768,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237925,2019,77.32876712328768,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237925,2020,78.40983606557377,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237925,2020,78.40983606557377,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237925,2021,81.10958904109589,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237925,2021,81.10958904109589,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
238189,2017,77.2,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, HU2,1974-02-21,2022-08-31,26,Miroslaw Mietus
238189,2018,76.72328767123288,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, HU2,1974-02-21,2022-08-31,26,Miroslaw Mietus
238189,2019,76.04109589041096,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, HU2,1974-02-21,2022-08-31,26,Miroslaw Mietus
238189,2020,76.80601092896175,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, HU2,1974-02-21,2022-08-31,26,Miroslaw Mietus
238189,2021,78.13972602739726,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, HU2,1974-02-21,2022-08-31,26,Miroslaw Mietus
238357,2017,79.3972602739726,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2017,79.3972602739726,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2017,79.3972602739726,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2018,80.07123287671233,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2018,80.07123287671233,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2018,80.07123287671233,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2019,78.17260273972603,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2019,78.17260273972603,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2019,78.17260273972603,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2020,79.5792349726776,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2020,79.5792349726776,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2020,79.5792349726776,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2021,80.58904109589041,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2021,80.58904109589041,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238357,2021,80.58904109589041,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238633,2017,77.24179104477612,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238633,2018,73.44109589041096,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238633,2019,74.15342465753425,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238633,2020,74.80054644808743,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238633,2021,77.94794520547946,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238669,2017,83.82739726027397,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, HU2,1975-01-01,2022-08-31,26,Miroslaw Mietus
238669,2018,81.41095890410959,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, HU2,1975-01-01,2022-08-31,26,Miroslaw Mietus
238669,2019,80.79178082191781,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, HU2,1975-01-01,2022-08-31,26,Miroslaw Mietus
238669,2020,83.3743169398907,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, HU2,1975-01-01,2022-08-31,26,Miroslaw Mietus
238669,2021,85.06575342465753,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, HU2,1975-01-01,2022-08-31,26,Miroslaw Mietus
238825,2018,82.31699346405229,25031,GORZYN,PL,+52:34:00,+015:54:00,79, HU2,1975-07-01,2022-08-31,26,Miroslaw Mietus
238825,2019,82.3069306930693,25031,GORZYN,PL,+52:34:00,+015:54:00,79, HU2,1975-07-01,2022-08-31,26,Miroslaw Mietus
238825,2020,80.58743169398907,25031,GORZYN,PL,+52:34:00,+015:54:00,79, HU2,1975-07-01,2022-08-31,26,Miroslaw Mietus
238825,2021,86.13972602739726,25031,GORZYN,PL,+52:34:00,+015:54:00,79, HU2,1975-07-01,2022-08-31,26,Miroslaw Mietus
239089,2017,77.97668038408779,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2017,77.97668038408779,25152,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2017,77.97668038408779,9040,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2018,73.65157750342935,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2018,73.65157750342935,25152,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2018,73.65157750342935,9040,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2019,72.91495198902606,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2019,72.91495198902606,25152,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2019,72.91495198902606,9040,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2020,75.38528138528139,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2020,75.38528138528139,25152,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2020,75.38528138528139,9040,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2021,77.9271978021978,25053,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2021,77.9271978021978,25152,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239089,2021,77.9271978021978,9040,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239173,2017,83.07129798903108,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
239173,2017,83.07129798903108,209,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
239173,2018,80.3327239488117,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
239173,2018,80.3327239488117,209,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
239173,2019,79.44606946983546,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
239173,2019,79.44606946983546,209,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
239173,2020,82.11657559198542,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
239173,2020,82.11657559198542,209,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
239173,2021,81.69860279441117,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
239173,2021,81.69860279441117,209,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
239245,2017,79.77534246575343,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239245,2018,79.02739726027397,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239245,2019,76.88493150684931,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239245,2020,78.58953168044077,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239245,2021,79.55401662049861,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239593,2017,85.30410958904109,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
239593,2018,81.5041095890411,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
239593,2019,81.26648351648352,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
239593,2020,86.1775956284153,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
239593,2021,81.58904109589041,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
239845,2017,82.37704918032787,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239845,2018,78.69945355191257,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239845,2019,78.8688524590164,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239845,2020,78.69945355191257,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239845,2021,79.8688524590164,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239917,2017,82.20547945205479,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239917,2018,78.32054794520548,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239917,2019,77.36712328767123,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239917,2020,78.76229508196721,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239917,2021,79.83013698630137,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239965,2017,83.06010928961749,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239965,2018,82.37158469945355,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239965,2019,81.51366120218579,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239965,2020,78.26775956284153,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239965,2021,82.14207650273224,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239989,2017,77.78142076502732,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239989,2018,74.37704918032787,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239989,2019,75.85245901639344,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239989,2020,76.62295081967213,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239989,2021,78.34972677595628,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240001,2017,88.98907103825137,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240001,2017,88.98907103825137,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240001,2018,84.4153005464481,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240001,2018,84.4153005464481,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240001,2019,84.34426229508196,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240001,2019,84.34426229508196,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240001,2020,84.1256830601093,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240001,2020,84.1256830601093,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240001,2021,86.66120218579235,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240001,2021,86.66120218579235,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240013,2017,75.62841530054645,25130,OPOLE,PL,+50:37:37,+017:58:08,163, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240013,2018,71.80327868852459,25130,OPOLE,PL,+50:37:37,+017:58:08,163, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240013,2019,72.93442622950819,25130,OPOLE,PL,+50:37:37,+017:58:08,163, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240013,2020,75.1639344262295,25130,OPOLE,PL,+50:37:37,+017:58:08,163, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240013,2021,75.68852459016394,25130,OPOLE,PL,+50:37:37,+017:58:08,163, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240025,2017,76.625,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240025,2018,72.5989010989011,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240025,2019,71.72677595628416,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240025,2020,73.92896174863388,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
