SOUID,DATE,PP,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
912205,2021,10149.179487179486,208,SZCZECIN,PL,+53:24:00,+014:37:00,7,PP11,1980-01-01,2020-02-29,,
912210,2017,10145.752747252747,25142,RESKO,PL,+53:46:00,+015:25:00,56,PP11,1980-01-13,2020-02-29,,
912210,2018,10155.425076452599,25142,RESKO,PL,+53:46:00,+015:25:00,56,PP11,1980-01-13,2020-02-29,,
912210,2019,10143.005102040815,25142,RESKO,PL,+53:46:00,+015:25:00,56,PP11,1980-01-13,2020-02-29,,
912210,2020,10154.320652173914,25142,RESKO,PL,+53:46:00,+015:25:00,56,PP11,1980-01-13,2020-02-29,,
912210,2021,10148.857142857143,25142,RESKO,PL,+53:46:00,+015:25:00,56,PP11,1980-01-13,2020-02-29,,
912230,2017,10153.39010989011,8943,PILA,PL,+53:08:00,+016:45:00,73,PP11,1980-02-17,2020-02-29,,
912230,2018,10164.021857923497,8943,PILA,PL,+53:08:00,+016:45:00,73,PP11,1980-02-17,2020-02-29,,
912230,2019,10144.258241758242,8943,PILA,PL,+53:08:00,+016:45:00,73,PP11,1980-02-17,2020-02-29,,
912230,2020,10158.070652173914,8943,PILA,PL,+53:08:00,+016:45:00,73,PP11,1980-02-17,2020-02-29,,
912230,2021,10150.848101265823,8943,PILA,PL,+53:08:00,+016:45:00,73,PP11,1980-02-17,2020-02-29,,
912235,2017,10150.604395604396,2026,CHOJNICE,PL,+53:43:00,+017:33:00,172,PP11,1980-01-01,2020-02-29,,
912235,2018,10165.747252747253,2026,CHOJNICE,PL,+53:43:00,+017:33:00,172,PP11,1980-01-01,2020-02-29,,
912235,2019,10143.972527472528,2026,CHOJNICE,PL,+53:43:00,+017:33:00,172,PP11,1980-01-01,2020-02-29,,
912235,2020,10157.84699453552,2026,CHOJNICE,PL,+53:43:00,+017:33:00,172,PP11,1980-01-01,2020-02-29,,
912235,2021,10150.376623376624,2026,CHOJNICE,PL,+53:43:00,+017:33:00,172,PP11,1980-01-01,2020-02-29,,
912250,2017,10154.351648351649,2027,TORUN,PL,+53:03:00,+018:35:00,72,PP11,1980-01-01,2020-02-29,,
912250,2018,10165.791208791208,2027,TORUN,PL,+53:03:00,+018:35:00,72,PP11,1980-01-01,2020-02-29,,
912250,2019,10145.983516483517,2027,TORUN,PL,+53:03:00,+018:35:00,72,PP11,1980-01-01,2020-02-29,,
912250,2020,10159.896174863388,2027,TORUN,PL,+53:03:00,+018:35:00,72,PP11,1980-01-01,2020-02-29,,
912250,2021,10150.684210526315,2027,TORUN,PL,+53:03:00,+018:35:00,72,PP11,1980-01-01,2020-02-29,,
912270,2017,10154.78021978022,2028,MLAWA,PL,+53:06:00,+020:21:00,149,PP11,1980-01-01,2020-02-29,,
912270,2018,10167.906593406593,2028,MLAWA,PL,+53:06:00,+020:21:00,149,PP11,1980-01-01,2020-02-29,,
912270,2019,10146.357142857143,2028,MLAWA,PL,+53:06:00,+020:21:00,149,PP11,1980-01-01,2020-02-29,,
912270,2020,10160.814207650274,2028,MLAWA,PL,+53:06:00,+020:21:00,149,PP11,1980-01-01,2020-02-29,,
912270,2021,10150.802631578947,2028,MLAWA,PL,+53:06:00,+020:21:00,149,PP11,1980-01-01,2020-02-29,,
912272,2017,10148.818681318682,752,OLSZTYN,PL,+53:46:00,+020:25:00,137,PP11,1980-01-22,2020-02-29,,
912272,2018,10167.274725274725,752,OLSZTYN,PL,+53:46:00,+020:25:00,137,PP11,1980-01-22,2020-02-29,,
912272,2019,10143.516483516483,752,OLSZTYN,PL,+53:46:00,+020:25:00,137,PP11,1980-01-22,2020-02-29,,
912272,2020,10157.081967213115,752,OLSZTYN,PL,+53:46:00,+020:25:00,137,PP11,1980-01-22,2020-02-29,,
912272,2021,10146.857142857143,752,OLSZTYN,PL,+53:46:00,+020:25:00,137,PP11,1980-01-22,2020-02-29,,
912280,2017,10150.60989010989,25145,MIKOLAJKI,PL,+53:47:00,+021:35:00,132,PP11,1980-01-22,2020-02-29,,
912280,2018,10168.807692307691,25145,MIKOLAJKI,PL,+53:47:00,+021:35:00,132,PP11,1980-01-22,2020-02-29,,
912280,2019,10143.796703296703,25145,MIKOLAJKI,PL,+53:47:00,+021:35:00,132,PP11,1980-01-22,2020-02-29,,
912280,2020,10157.672131147541,25145,MIKOLAJKI,PL,+53:47:00,+021:35:00,132,PP11,1980-01-22,2020-02-29,,
912280,2021,10147.48051948052,25145,MIKOLAJKI,PL,+53:47:00,+021:35:00,132,PP11,1980-01-22,2020-02-29,,
912295,2017,10154.752747252747,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151,PP11,1980-01-01,2020-02-29,,
912295,2018,10169.846153846154,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151,PP11,1980-01-01,2020-02-29,,
912295,2019,10147.565934065935,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151,PP11,1980-01-01,2020-02-29,,
912295,2020,10161.819672131147,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151,PP11,1980-01-01,2020-02-29,,
912295,2021,10145.51948051948,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151,PP11,1980-01-01,2020-02-29,,
912300,2017,10155.395604395604,2029,GORZOW WLKP,PL,+52:45:00,+015:17:00,73,PP11,1980-01-01,2020-02-29,,
912300,2018,10162.57142857143,2029,GORZOW WLKP,PL,+52:45:00,+015:17:00,73,PP11,1980-01-01,2020-02-29,,
912300,2019,10146.538461538461,2029,GORZOW WLKP,PL,+52:45:00,+015:17:00,73,PP11,1980-01-01,2020-02-29,,
912300,2020,10160.535519125682,2029,GORZOW WLKP,PL,+52:45:00,+015:17:00,73,PP11,1980-01-01,2020-02-29,,
912300,2021,10155.675324675325,2029,GORZOW WLKP,PL,+52:45:00,+015:17:00,73,PP11,1980-01-01,2020-02-29,,
912345,2017,10158.989010989011,206,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2017,10158.989010989011,25140,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2018,10165.604395604396,206,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2018,10165.604395604396,25140,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2019,10148.71978021978,206,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2019,10148.71978021978,25140,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2020,10163.447513812154,206,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2020,10163.447513812154,25140,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2021,10154.5,206,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912345,2021,10154.5,25140,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
912360,2017,10156.103825136612,25141,PLOCK,PL,+52:35:00,+019:44:00,109,PP11,1980-01-01,2020-02-29,,
912360,2018,10166.311475409837,25141,PLOCK,PL,+52:35:00,+019:44:00,109,PP11,1980-01-01,2020-02-29,,
912360,2019,10147.891304347826,25141,PLOCK,PL,+52:35:00,+019:44:00,109,PP11,1980-01-01,2020-02-29,,
912360,2020,10160.968085106382,25141,PLOCK,PL,+52:35:00,+019:44:00,109,PP11,1980-01-01,2020-02-29,,
912360,2021,10151.597402597403,25141,PLOCK,PL,+52:35:00,+019:44:00,109,PP11,1980-01-01,2020-02-29,,
912375,2017,10159.208791208792,209,WARSZAWA-OKECIE,PL,+52:10:00,+020:58:00,106,PP11,1980-01-01,2020-02-29,,
912375,2018,10167.45054945055,209,WARSZAWA-OKECIE,PL,+52:10:00,+020:58:00,106,PP11,1980-01-01,2020-02-29,,
912375,2019,10150.137362637362,209,WARSZAWA-OKECIE,PL,+52:10:00,+020:58:00,106,PP11,1980-01-01,2020-02-29,,
912375,2020,10164.502732240437,209,WARSZAWA-OKECIE,PL,+52:10:00,+020:58:00,106,PP11,1980-01-01,2020-02-29,,
912375,2021,10151.181818181818,209,WARSZAWA-OKECIE,PL,+52:10:00,+020:58:00,106,PP11,1980-01-01,2020-02-29,,
912385,2017,10159.043956043955,333,SIEDLCE,PL,+52:15:00,+022:15:00,155,PP11,1980-01-01,2020-02-29,,
912385,2018,10169.615384615385,333,SIEDLCE,PL,+52:15:00,+022:15:00,155,PP11,1980-01-01,2020-02-29,,
912385,2019,10151.038461538461,333,SIEDLCE,PL,+52:15:00,+022:15:00,155,PP11,1980-01-01,2020-02-29,,
912385,2020,10165.781420765028,333,SIEDLCE,PL,+52:15:00,+022:15:00,155,PP11,1980-01-01,2020-02-29,,
912385,2021,10154.051948051949,333,SIEDLCE,PL,+52:15:00,+022:15:00,155,PP11,1980-01-01,2020-02-29,,
912399,2017,10160.032967032967,922,TERESPOL,PL,+52:04:00,+023:37:00,137,PP11,1980-05-25,2020-02-29,,
912399,2018,10170.752747252747,922,TERESPOL,PL,+52:04:00,+023:37:00,137,PP11,1980-05-25,2020-02-29,,
912399,2019,10151.516483516483,922,TERESPOL,PL,+52:04:00,+023:37:00,137,PP11,1980-05-25,2020-02-29,,
912399,2020,10166.983516483517,922,TERESPOL,PL,+52:04:00,+023:37:00,137,PP11,1980-05-25,2020-02-29,,
912399,2021,10151.636363636364,922,TERESPOL,PL,+52:04:00,+023:37:00,137,PP11,1980-05-25,2020-02-29,,
912400,2017,10162.785714285714,2031,ZIELONA GORA,PL,+51:56:00,+015:32:00,192,PP11,1980-01-01,2020-02-29,,
912400,2018,10164.10989010989,2031,ZIELONA GORA,PL,+51:56:00,+015:32:00,192,PP11,1980-01-01,2020-02-29,,
912400,2019,10150.351648351649,2031,ZIELONA GORA,PL,+51:56:00,+015:32:00,192,PP11,1980-01-01,2020-02-29,,
912400,2020,10164.74863387978,2031,ZIELONA GORA,PL,+51:56:00,+015:32:00,192,PP11,1980-01-01,2020-02-29,,
912400,2021,10159.276315789473,2031,ZIELONA GORA,PL,+51:56:00,+015:32:00,192,PP11,1980-01-01,2020-02-29,,
912415,2017,10166.285714285714,25138,LEGNICA,PL,+51:12:00,+016:12:00,124,PP11,1980-01-22,2020-02-29,,
912415,2018,10165.863387978143,25138,LEGNICA,PL,+51:12:00,+016:12:00,124,PP11,1980-01-22,2020-02-29,,
912415,2019,10154.005494505494,25138,LEGNICA,PL,+51:12:00,+016:12:00,124,PP11,1980-01-22,2020-02-29,,
912415,2020,10168.393442622952,25138,LEGNICA,PL,+51:12:00,+016:12:00,124,PP11,1980-01-22,2020-02-29,,
912415,2021,10162.181818181818,25138,LEGNICA,PL,+51:12:00,+016:12:00,124,PP11,1980-01-22,2020-02-29,,
912418,2017,10163.813186813188,923,LESZNO,PL,+51:50:00,+016:32:00,92,PP11,1980-09-10,2020-02-29,,
912418,2018,10164.708791208792,923,LESZNO,PL,+51:50:00,+016:32:00,92,PP11,1980-09-10,2020-02-29,,
912418,2019,10150.497267759563,923,LESZNO,PL,+51:50:00,+016:32:00,92,PP11,1980-09-10,2020-02-29,,
912418,2020,10165.565934065935,923,LESZNO,PL,+51:50:00,+016:32:00,92,PP11,1980-09-10,2020-02-29,,
912418,2021,10158.884615384615,923,LESZNO,PL,+51:50:00,+016:32:00,92,PP11,1980-09-10,2020-02-29,,
912424,2017,10167.670329670329,210,WROCLAW II,PL,+51:06:00,+016:53:00,124,PP11,1980-01-01,2020-02-29,,
912424,2018,10165.791208791208,210,WROCLAW II,PL,+51:06:00,+016:53:00,124,PP11,1980-01-01,2020-02-29,,
912424,2019,10154.15934065934,210,WROCLAW II,PL,+51:06:00,+016:53:00,124,PP11,1980-01-01,2020-02-29,,
912424,2020,10168.978142076503,210,WROCLAW II,PL,+51:06:00,+016:53:00,124,PP11,1980-01-01,2020-02-29,,
912424,2021,10162.486842105263,210,WROCLAW II,PL,+51:06:00,+016:53:00,124,PP11,1980-01-01,2020-02-29,,
912435,2017,10162.692307692309,2032,KALISZ,PL,+51:47:00,+018:04:59,140,PP11,1980-01-01,2020-02-29,,
912435,2018,10166.186813186812,2032,KALISZ,PL,+51:47:00,+018:04:59,140,PP11,1980-01-01,2020-02-29,,
912435,2019,10151.236263736264,2032,KALISZ,PL,+51:47:00,+018:04:59,140,PP11,1980-01-01,2020-02-29,,
912435,2020,10165.857923497268,2032,KALISZ,PL,+51:47:00,+018:04:59,140,PP11,1980-01-01,2020-02-29,,
912435,2021,10157.298701298701,2032,KALISZ,PL,+51:47:00,+018:04:59,140,PP11,1980-01-01,2020-02-29,,
912455,2017,10168.102702702703,924,WIELUN,PL,+51:13:00,+018:34:00,201,PP11,1980-01-22,2020-02-29,,
912455,2018,10166.934065934065,924,WIELUN,PL,+51:13:00,+018:34:00,201,PP11,1980-01-22,2020-02-29,,
912455,2019,10153.587912087913,924,WIELUN,PL,+51:13:00,+018:34:00,201,PP11,1980-01-22,2020-02-29,,
912455,2020,10168.475409836066,924,WIELUN,PL,+51:13:00,+018:34:00,201,PP11,1980-01-22,2020-02-29,,
912455,2021,10160.421052631578,924,WIELUN,PL,+51:13:00,+018:34:00,201,PP11,1980-01-22,2020-02-29,,
912465,2017,10163.527472527472,2033,LODZ,PL,+51:44:00,+019:24:00,190,PP11,1980-01-01,2020-02-29,,
912465,2018,10168.412087912087,2033,LODZ,PL,+51:44:00,+019:24:00,190,PP11,1980-01-01,2020-02-29,,
912465,2019,10153.087912087913,2033,LODZ,PL,+51:44:00,+019:24:00,190,PP11,1980-01-01,2020-02-29,,
912465,2020,10168.15300546448,2033,LODZ,PL,+51:44:00,+019:24:00,190,PP11,1980-01-01,2020-02-29,,
912465,2021,10157.842105263158,2033,LODZ,PL,+51:44:00,+019:24:00,190,PP11,1980-01-01,2020-02-29,,
912469,2017,10165.73076923077,926,SULEJOW,PL,+51:21:00,+019:52:00,189,PP11,1980-03-01,2020-02-29,,
912469,2018,10169.038461538461,926,SULEJOW,PL,+51:21:00,+019:52:00,189,PP11,1980-03-01,2020-02-29,,
912469,2019,10153.598901098901,926,SULEJOW,PL,+51:21:00,+019:52:00,189,PP11,1980-03-01,2020-02-29,,
912469,2020,10169.543956043955,926,SULEJOW,PL,+51:21:00,+019:52:00,189,PP11,1980-03-01,2020-02-29,,
912469,2021,10159.131578947368,926,SULEJOW,PL,+51:21:00,+019:52:00,189,PP11,1980-03-01,2020-02-29,,
912488,2017,10162.71978021978,8959,KOZIENICE,PL,+51:34:00,+021:33:00,126,PP11,1980-09-10,2020-02-29,,
912488,2018,10169.456043956045,8959,KOZIENICE,PL,+51:34:00,+021:33:00,126,PP11,1980-09-10,2020-02-29,,
912488,2019,10152.258241758242,8959,KOZIENICE,PL,+51:34:00,+021:33:00,126,PP11,1980-09-10,2020-02-29,,
912488,2020,10167.686813186812,8959,KOZIENICE,PL,+51:34:00,+021:33:00,126,PP11,1980-09-10,2020-02-29,,
912488,2021,10155.578947368422,8959,KOZIENICE,PL,+51:34:00,+021:33:00,126,PP11,1980-09-10,2020-02-29,,
912495,2017,10166.494505494506,25139,LUBLIN RADAWIEC,PL,+51:13:00,+022:24:00,240,PP11,1980-01-01,2020-02-29,,
912495,2018,10171.785714285714,25139,LUBLIN RADAWIEC,PL,+51:13:00,+022:24:00,240,PP11,1980-01-01,2020-02-29,,
912495,2019,10155.648351648351,25139,LUBLIN RADAWIEC,PL,+51:13:00,+022:24:00,240,PP11,1980-01-01,2020-02-29,,
912495,2020,10170.284153005465,25139,LUBLIN RADAWIEC,PL,+51:13:00,+022:24:00,240,PP11,1980-01-01,2020-02-29,,
912495,2021,10155.558441558442,25139,LUBLIN RADAWIEC,PL,+51:13:00,+022:24:00,240,PP11,1980-01-01,2020-02-29,,
912497,2017,10163.192307692309,927,WLODAWA,PL,+51:33:00,+023:32:00,179,PP11,1980-01-02,2020-02-29,,
912497,2018,10171.236263736264,927,WLODAWA,PL,+51:33:00,+023:32:00,179,PP11,1980-01-02,2020-02-29,,
912497,2019,10153.439560439561,927,WLODAWA,PL,+51:33:00,+023:32:00,179,PP11,1980-01-02,2020-02-29,,
912497,2020,10168.36612021858,927,WLODAWA,PL,+51:33:00,+023:32:00,179,PP11,1980-01-02,2020-02-29,,
912497,2021,10153.714285714286,927,WLODAWA,PL,+51:33:00,+023:32:00,179,PP11,1980-01-02,2020-02-29,,
912520,2017,10177.208791208792,2036,KLODZKO,PL,+50:26:00,+016:37:00,357,PP11,1980-01-01,2020-02-29,,
912520,2018,10172.247252747253,2036,KLODZKO,PL,+50:26:00,+016:37:00,357,PP11,1980-01-01,2020-02-29,,
912520,2019,10163.593406593407,2036,KLODZKO,PL,+50:26:00,+016:37:00,357,PP11,1980-01-01,2020-02-29,,
912520,2020,10178.88524590164,2036,KLODZKO,PL,+50:26:00,+016:37:00,357,PP11,1980-01-01,2020-02-29,,
912520,2021,10171.657894736842,2036,KLODZKO,PL,+50:26:00,+016:37:00,357,PP11,1980-01-01,2020-02-29,,
912540,2017,10174.77049180328,928,RACIBORZ,PL,+50:03:00,+018:12:00,206,PP11,1980-09-10,2020-02-29,,
912540,2018,10170.901098901099,928,RACIBORZ,PL,+50:03:00,+018:12:00,206,PP11,1980-09-10,2020-02-29,,
912540,2019,10161.868131868132,928,RACIBORZ,PL,+50:03:00,+018:12:00,206,PP11,1980-09-10,2020-02-29,,
912540,2020,10176.736263736264,928,RACIBORZ,PL,+50:03:00,+018:12:00,206,PP11,1980-09-10,2020-02-29,,
912540,2021,10168.565789473685,928,RACIBORZ,PL,+50:03:00,+018:12:00,206,PP11,1980-09-10,2020-02-29,,
912560,2017,10174.412087912087,2037,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
912560,2017,10174.412087912087,25132,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
912560,2018,10171.313186813188,2037,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
912560,2018,10171.313186813188,25132,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
912560,2019,10160.76923076923,2037,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
912560,2019,10160.76923076923,25132,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
912560,2020,10176.043956043955,2037,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
912560,2020,10176.043956043955,25132,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
912560,2021,10166.684210526315,2037,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
912560,2021,10166.684210526315,25132,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
912566,2017,10173.945054945056,929,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
912566,2017,10173.945054945056,25133,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
912566,2018,10171.197802197803,929,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
912566,2018,10171.197802197803,25133,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
912566,2019,10161.521978021978,929,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
912566,2019,10161.521978021978,25133,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
912566,2020,10177.934426229509,929,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
912566,2020,10177.934426229509,25133,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
912566,2021,10169.141025641025,929,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
912566,2021,10169.141025641025,25133,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
912570,2017,10170.395604395604,2038,KIELCE,PL,+50:49:00,+020:42:00,261,PP11,1980-01-01,2020-02-29,,
912570,2018,10171.642857142857,2038,KIELCE,PL,+50:49:00,+020:42:00,261,PP11,1980-01-01,2020-02-29,,
912570,2019,10159.082417582418,2038,KIELCE,PL,+50:49:00,+020:42:00,261,PP11,1980-01-01,2020-02-29,,
912570,2020,10174.289617486338,2038,KIELCE,PL,+50:49:00,+020:42:00,261,PP11,1980-01-01,2020-02-29,,
912570,2021,10163.077922077922,2038,KIELCE,PL,+50:49:00,+020:42:00,261,PP11,1980-01-01,2020-02-29,,
912575,2017,10173.0,25134,TARNOW,PL,+50:02:00,+020:59:00,209,PP11,1980-01-01,2020-02-29,,
912575,2018,10170.605405405406,25134,TARNOW,PL,+50:02:00,+020:59:00,209,PP11,1980-01-01,2020-02-29,,
912575,2019,10160.398907103825,25134,TARNOW,PL,+50:02:00,+020:59:00,209,PP11,1980-01-01,2020-02-29,,
912575,2020,10176.36612021858,25134,TARNOW,PL,+50:02:00,+020:59:00,209,PP11,1980-01-01,2020-02-29,,
912575,2021,10165.974025974027,25134,TARNOW,PL,+50:02:00,+020:59:00,209,PP11,1980-01-01,2020-02-29,,
912580,2017,10172.324175824177,207,RZESZOW-JASIONKA,PL,+50:06:00,+022:03:00,201,PP11,1980-02-11,2020-02-29,,
912580,2018,10172.857142857143,207,RZESZOW-JASIONKA,PL,+50:06:00,+022:03:00,201,PP11,1980-02-11,2020-02-29,,
912580,2019,10160.670329670329,207,RZESZOW-JASIONKA,PL,+50:06:00,+022:03:00,201,PP11,1980-02-11,2020-02-29,,
912580,2020,10175.273224043716,207,RZESZOW-JASIONKA,PL,+50:06:00,+022:03:00,201,PP11,1980-02-11,2020-02-29,,
912580,2021,10163.078947368422,207,RZESZOW-JASIONKA,PL,+50:06:00,+022:03:00,201,PP11,1980-02-11,2020-02-29,,
912600,2017,10175.802197802197,930,BIELSKO-BIALA,PL,+49:48:00,+019:00:00,399,PP11,1980-01-22,2020-02-29,,
912600,2018,10171.763736263736,930,BIELSKO-BIALA,PL,+49:48:00,+019:00:00,399,PP11,1980-01-22,2020-02-29,,
912600,2019,10162.791208791208,930,BIELSKO-BIALA,PL,+49:48:00,+019:00:00,399,PP11,1980-01-22,2020-02-29,,
912600,2020,10178.551912568306,930,BIELSKO-BIALA,PL,+49:48:00,+019:00:00,399,PP11,1980-01-22,2020-02-29,,
912600,2021,10169.805194805194,930,BIELSKO-BIALA,PL,+49:48:00,+019:00:00,399,PP11,1980-01-22,2020-02-29,,
912660,2017,10175.901639344262,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295,PP11,1980-01-22,2020-02-29,,
912660,2018,10174.021857923497,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295,PP11,1980-01-22,2020-02-29,,
912660,2019,10164.181318681318,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295,PP11,1980-01-22,2020-02-29,,
912660,2020,10178.75,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295,PP11,1980-01-22,2020-02-29,,
912660,2021,10167.881578947368,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295,PP11,1980-01-22,2020-02-29,,
912690,2017,10178.884615384615,933,LESKO,PL,+49:28:00,+022:21:00,422,PP11,1980-09-10,2020-02-29,,
912690,2018,10176.587912087913,933,LESKO,PL,+49:28:00,+022:21:00,422,PP11,1980-09-10,2020-02-29,,
912690,2019,10165.34065934066,933,LESKO,PL,+49:28:00,+022:21:00,422,PP11,1980-09-10,2020-02-29,,
912690,2020,10178.664835164835,933,LESKO,PL,+49:28:00,+022:21:00,422,PP11,1980-09-10,2020-02-29,,
912690,2021,10166.417721518987,933,LESKO,PL,+49:28:00,+022:21:00,422,PP11,1980-09-10,2020-02-29,,
