SOUID,DATE,SD,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
122387,2017,0.6166666666666667,4108,FRANKFURT/ODER,DE,+52:21:55,+014:32:16,48, SD3,1969-01-01,2022-10-31,11,National Climate Data Center (DWD)
122387,2017,0.6166666666666667,779,FRANKFURT/ODER,DE,+52:21:55,+014:32:16,48, SD3,1969-01-01,2022-10-31,11,National Climate Data Center (DWD)
236772,2017,1.2986301369863014,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
236772,2018,0.7912087912087912,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
236772,2019,1.1972602739726028,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
236772,2020,0.06830601092896176,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
236772,2021,1.2356164383561643,24860,PSZCZYNA,PL,+50:00:00,+018:55:00,261, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
236964,2017,4.936986301369863,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
236964,2018,1.8054794520547945,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
236964,2019,5.8712328767123285,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
236964,2020,0.9207650273224044,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
236964,2021,2.8328767123287673,24876,JABLONKA,PL,+49:28:00,+019:42:00,671, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237072,2017,0.5452054794520548,24885,LAZY,PL,+49:58:00,+020:30:00,251, SD2,1989-01-01,2022-08-31,26,Miroslaw Mietus
237072,2017,0.5452054794520548,24911,LAZY,PL,+49:58:00,+020:30:00,251, SD2,1989-01-01,2022-08-31,26,Miroslaw Mietus
237072,2018,0.6876712328767123,24885,LAZY,PL,+49:58:00,+020:30:00,251, SD2,1989-01-01,2022-08-31,26,Miroslaw Mietus
237072,2018,0.6876712328767123,24911,LAZY,PL,+49:58:00,+020:30:00,251, SD2,1989-01-01,2022-08-31,26,Miroslaw Mietus
237072,2019,0.32602739726027397,24885,LAZY,PL,+49:58:00,+020:30:00,251, SD2,1989-01-01,2022-08-31,26,Miroslaw Mietus
237072,2019,0.32602739726027397,24911,LAZY,PL,+49:58:00,+020:30:00,251, SD2,1989-01-01,2022-08-31,26,Miroslaw Mietus
237072,2020,0.06284153005464481,24885,LAZY,PL,+49:58:00,+020:30:00,251, SD2,1989-01-01,2022-08-31,26,Miroslaw Mietus
237072,2020,0.06284153005464481,24911,LAZY,PL,+49:58:00,+020:30:00,251, SD2,1989-01-01,2022-08-31,26,Miroslaw Mietus
237120,2017,1.9671232876712328,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, SD2,1952-01-01,2022-08-31,26,Miroslaw Mietus
237120,2018,1.917808219178082,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, SD2,1952-01-01,2022-08-31,26,Miroslaw Mietus
237120,2019,1.9726027397260273,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, SD2,1952-01-01,2022-08-31,26,Miroslaw Mietus
237120,2020,0.8060109289617486,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, SD2,1952-01-01,2022-08-31,26,Miroslaw Mietus
237120,2021,3.243835616438356,24889,LIMANOWA,PL,+49:41:00,+020:26:00,587, SD2,1952-01-01,2022-08-31,26,Miroslaw Mietus
237144,2017,0.8712328767123287,24891,LACKO,PL,+49:33:34,+020:26:22,516, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237144,2018,1.0328767123287672,24891,LACKO,PL,+49:33:34,+020:26:22,516, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237144,2019,0.8986301369863013,24891,LACKO,PL,+49:33:34,+020:26:22,516, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237144,2020,0.040983606557377046,24891,LACKO,PL,+49:33:34,+020:26:22,516, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237144,2021,0.9013698630136986,24891,LACKO,PL,+49:33:34,+020:26:22,516, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237204,2017,6.487671232876712,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237204,2017,6.487671232876712,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237204,2018,3.484931506849315,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237204,2018,3.484931506849315,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237204,2019,6.794520547945205,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237204,2019,6.794520547945205,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237204,2020,1.9781420765027322,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237204,2020,1.9781420765027322,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237204,2021,3.638356164383562,24896,KRYNICA,PL,+49:25:00,+020:58:00,702, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237204,2021,3.638356164383562,24907,KRYNICA,PL,+49:25:00,+020:58:00,702, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
237276,2017,1.9506849315068493,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, SD2,2008-07-01,2022-08-31,26,Miroslaw Mietus
237276,2017,1.9506849315068493,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, SD2,2008-07-01,2022-08-31,26,Miroslaw Mietus
237276,2018,2.282191780821918,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, SD2,2008-07-01,2022-08-31,26,Miroslaw Mietus
237276,2018,2.282191780821918,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, SD2,2008-07-01,2022-08-31,26,Miroslaw Mietus
237276,2019,2.717808219178082,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, SD2,2008-07-01,2022-08-31,26,Miroslaw Mietus
237276,2019,2.717808219178082,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, SD2,2008-07-01,2022-08-31,26,Miroslaw Mietus
237276,2020,1.0710382513661203,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, SD2,2008-07-01,2022-08-31,26,Miroslaw Mietus
237276,2020,1.0710382513661203,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, SD2,2008-07-01,2022-08-31,26,Miroslaw Mietus
237276,2021,2.0712328767123287,24894,PIWNICZNA,PL,+49:25:31,+020:43:23,684, SD2,2008-07-01,2022-08-31,26,Miroslaw Mietus
237276,2021,2.0712328767123287,24902,PIWNICZNA,PL,+49:25:31,+020:43:23,684, SD2,2008-07-01,2022-08-31,26,Miroslaw Mietus
237288,2017,5.295890410958904,24903,PORONIN,PL,+49:19:49,+020:02:06,848, SD2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237288,2018,4.082191780821918,24903,PORONIN,PL,+49:19:49,+020:02:06,848, SD2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237288,2019,7.010958904109589,24903,PORONIN,PL,+49:19:49,+020:02:06,848, SD2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237288,2020,3.439890710382514,24903,PORONIN,PL,+49:19:49,+020:02:06,848, SD2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237288,2021,5.410958904109589,24903,PORONIN,PL,+49:19:49,+020:02:06,848, SD2,2010-01-01,2022-08-31,26,Miroslaw Mietus
237300,2017,1.6904109589041096,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, SD2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237300,2017,1.6904109589041096,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, SD2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237300,2018,1.1315068493150684,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, SD2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237300,2018,1.1315068493150684,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, SD2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237300,2019,2.2794520547945205,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, SD2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237300,2019,2.2794520547945205,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, SD2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237300,2020,0.46994535519125685,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, SD2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237300,2020,0.46994535519125685,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, SD2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237300,2021,1.9834254143646408,24904,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, SD2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237300,2021,1.9834254143646408,24908,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, SD2,2013-01-01,2022-08-31,26,Miroslaw Mietus
237468,2017,1.810958904109589,24918,DYNOW,PL,+49:50:00,+022:14:00,284, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
237468,2018,1.295890410958904,24918,DYNOW,PL,+49:50:00,+022:14:00,284, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
237468,2019,0.7123287671232876,24918,DYNOW,PL,+49:50:00,+022:14:00,284, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
237468,2020,0.09836065573770492,24918,DYNOW,PL,+49:50:00,+022:14:00,284, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
237468,2021,2.6931506849315068,24918,DYNOW,PL,+49:50:00,+022:14:00,284, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
237504,2017,4.83013698630137,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, SD2,1981-01-01,2022-08-31,26,Miroslaw Mietus
237504,2018,3.695890410958904,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, SD2,1981-01-01,2022-08-31,26,Miroslaw Mietus
237504,2019,2.547945205479452,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, SD2,1981-01-01,2022-08-31,26,Miroslaw Mietus
237504,2020,1.0382513661202186,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, SD2,1981-01-01,2022-08-31,26,Miroslaw Mietus
237504,2021,4.506849315068493,24921,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, SD2,1981-01-01,2022-08-31,26,Miroslaw Mietus
237516,2017,9.016438356164384,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237516,2018,4.043835616438356,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237516,2019,5.189041095890411,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237516,2020,1.3224043715846994,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237516,2021,4.646575342465753,24922,KOMANCZA,PL,+49:20:00,+022:04:00,569, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
237924,2017,2.241095890410959,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, SD2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237924,2017,2.241095890410959,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, SD2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237924,2018,0.4340659340659341,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, SD2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237924,2018,0.4340659340659341,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, SD2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237924,2019,0.7815126050420168,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, SD2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237924,2019,0.7815126050420168,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, SD2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237924,2020,0.03021978021978022,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, SD2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237924,2020,0.03021978021978022,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, SD2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237924,2021,1.5452054794520549,24956,DRONIOWICE,PL,+50:41:46,+018:48:32,284, SD2,2003-11-01,2022-08-31,26,Miroslaw Mietus
237924,2021,1.5452054794520549,24958,DRONIOWICE,PL,+50:41:46,+018:48:32,284, SD2,2003-11-01,2022-08-31,26,Miroslaw Mietus
238116,2017,0.049019607843137254,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238116,2018,0.2465753424657534,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238116,2019,0.1095890410958904,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238116,2020,0.02185792349726776,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238116,2021,0.16339869281045752,24972,BORUSOWA,PL,+50:17:00,+020:48:00,176, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238176,2017,1.0712328767123287,24977,STASZOW,PL,+50:36:00,+021:11:00,249, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238176,2018,0.7342465753424657,24977,STASZOW,PL,+50:36:00,+021:11:00,249, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238176,2019,0.3589041095890411,24977,STASZOW,PL,+50:36:00,+021:11:00,249, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238176,2020,0.038461538461538464,24977,STASZOW,PL,+50:36:00,+021:11:00,249, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238176,2021,1.063013698630137,24977,STASZOW,PL,+50:36:00,+021:11:00,249, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238188,2017,1.0794520547945206,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238188,2018,0.5835616438356165,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238188,2019,0.5095890410958904,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238188,2020,0.060109289617486336,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238188,2021,1.441095890410959,24978,CHORZELOW,PL,+50:21:00,+021:27:00,161, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238356,2017,1.5397260273972602,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2017,1.5397260273972602,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2017,1.5397260273972602,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2018,0.9835616438356164,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2018,0.9835616438356164,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2018,0.9835616438356164,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2019,0.4657534246575342,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2019,0.4657534246575342,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2019,0.4657534246575342,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2020,0.05191256830601093,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2020,0.05191256830601093,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2020,0.05191256830601093,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2021,2.191780821917808,24991,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2021,2.191780821917808,24992,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238356,2021,2.191780821917808,24993,CIESZANOW,PL,+50:14:01,+023:07:05,231, SD2,2004-01-01,2022-08-31,26,Miroslaw Mietus
238596,2017,0.4931506849315068,25012,PUCZNIEW,PL,+51:47:00,+019:05:00,148, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238596,2018,0.32054794520547947,25012,PUCZNIEW,PL,+51:47:00,+019:05:00,148, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238596,2019,0.24383561643835616,25012,PUCZNIEW,PL,+51:47:00,+019:05:00,148, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238596,2020,0.0,25012,PUCZNIEW,PL,+51:47:00,+019:05:00,148, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238596,2021,1.1424657534246576,25012,PUCZNIEW,PL,+51:47:00,+019:05:00,148, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238632,2017,0.5424657534246575,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238632,2018,0.336986301369863,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238632,2019,0.16986301369863013,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238632,2020,0.00819672131147541,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238632,2021,0.8712328767123287,25015,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238668,2017,0.9397260273972603,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, SD2,1975-01-01,2022-08-31,26,Miroslaw Mietus
238668,2018,0.7041095890410959,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, SD2,1975-01-01,2022-08-31,26,Miroslaw Mietus
238668,2019,0.3698630136986301,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, SD2,1975-01-01,2022-08-31,26,Miroslaw Mietus
238668,2020,0.00819672131147541,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, SD2,1975-01-01,2022-08-31,26,Miroslaw Mietus
238668,2021,0.8602739726027397,25018,JARCZEW,PL,+51:49:00,+021:59:00,181, SD2,1975-01-01,2022-08-31,26,Miroslaw Mietus
238824,2017,0.10684931506849316,25031,GORZYN,PL,+52:34:00,+015:54:00,79, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238824,2018,0.021917808219178082,25031,GORZYN,PL,+52:34:00,+015:54:00,79, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238824,2019,0.043835616438356165,25031,GORZYN,PL,+52:34:00,+015:54:00,79, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238824,2020,0.0,25031,GORZYN,PL,+52:34:00,+015:54:00,79, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238824,2021,0.4904109589041096,25031,GORZYN,PL,+52:34:00,+015:54:00,79, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
238908,2017,0.17534246575342466,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238908,2018,0.049315068493150684,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238908,2019,0.024657534246575342,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238908,2020,0.01912568306010929,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238908,2021,0.39452054794520547,25038,WIELICHOWO,PL,+52:07:00,+016:21:00,72, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
238980,2017,0.030136986301369864,25044,KOLUDA WIELKA,PL,+52:44:00,+018:09:00,76, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
