SOUID,DATE,SS,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
240765,2020,59.08743169398907,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240765,2021,56.23013698630137,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240766,2017,47.131506849315066,2038,KIELCE,PL,+50:48:38,+020:41:32,260, SS3,1966-03-14,2022-09-30,26,Miroslaw Mietus
240766,2018,57.47945205479452,2038,KIELCE,PL,+50:48:38,+020:41:32,260, SS3,1966-03-14,2022-09-30,26,Miroslaw Mietus
240766,2019,55.345205479452055,2038,KIELCE,PL,+50:48:38,+020:41:32,260, SS3,1966-03-14,2022-09-30,26,Miroslaw Mietus
240766,2020,53.64754098360656,2038,KIELCE,PL,+50:48:38,+020:41:32,260, SS3,1966-03-14,2022-09-30,26,Miroslaw Mietus
240766,2021,50.33972602739726,2038,KIELCE,PL,+50:48:38,+020:41:32,260, SS3,1966-03-14,2022-09-30,26,Miroslaw Mietus
240768,2017,49.463013698630135,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, SS3,1966-04-01,2022-09-30,26,Miroslaw Mietus
240768,2018,60.71506849315068,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, SS3,1966-04-01,2022-09-30,26,Miroslaw Mietus
240768,2019,59.23561643835617,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, SS3,1966-04-01,2022-09-30,26,Miroslaw Mietus
240768,2020,57.78415300546448,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, SS3,1966-04-01,2022-09-30,26,Miroslaw Mietus
240768,2021,50.915068493150685,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, SS3,1966-04-01,2022-09-30,26,Miroslaw Mietus
240769,2017,49.47443181818182,923,LESZNO,PL,+51:50:08,+016:32:05,91, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240769,2018,61.53462603878116,923,LESZNO,PL,+51:50:08,+016:32:05,91, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240769,2019,58.81095890410959,923,LESZNO,PL,+51:50:08,+016:32:05,91, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240769,2020,57.904371584699454,923,LESZNO,PL,+51:50:08,+016:32:05,91, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240769,2021,50.38630136986301,923,LESZNO,PL,+51:50:08,+016:32:05,91, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240770,2017,51.67123287671233,210,WROCLAW,PL,+51:06:12,+016:54:00,120, SS3,1973-07-04,2022-09-30,26,Miroslaw Mietus
240770,2018,63.81369863013698,210,WROCLAW,PL,+51:06:12,+016:54:00,120, SS3,1973-07-04,2022-09-30,26,Miroslaw Mietus
240770,2019,59.75890410958904,210,WROCLAW,PL,+51:06:12,+016:54:00,120, SS3,1973-07-04,2022-09-30,26,Miroslaw Mietus
240770,2020,59.03551912568306,210,WROCLAW,PL,+51:06:12,+016:54:00,120, SS3,1973-07-04,2022-09-30,26,Miroslaw Mietus
240770,2021,53.827397260273976,210,WROCLAW,PL,+51:06:12,+016:54:00,120, SS3,1973-07-04,2022-09-30,26,Miroslaw Mietus
240771,2017,43.24383561643835,2032,KALISZ,PL,+51:43:48,+018:04:48,140, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240771,2018,58.00821917808219,2032,KALISZ,PL,+51:43:48,+018:04:48,140, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240771,2019,52.85205479452055,2032,KALISZ,PL,+51:43:48,+018:04:48,140, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240771,2020,50.53963414634146,2032,KALISZ,PL,+51:43:48,+018:04:48,140, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240771,2021,48.89078498293515,2032,KALISZ,PL,+51:43:48,+018:04:48,140, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240772,2017,46.56629834254144,924,WIELUN,PL,+51:12:37,+018:33:24,199, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240772,2018,58.502747252747255,924,WIELUN,PL,+51:12:37,+018:33:24,199, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240772,2019,55.2,924,WIELUN,PL,+51:12:37,+018:33:24,199, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240772,2020,47.86774193548387,924,WIELUN,PL,+51:12:37,+018:33:24,199, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240772,2021,48.88219178082192,924,WIELUN,PL,+51:12:37,+018:33:24,199, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240773,2017,46.14520547945205,2033,LODZ,PL,+51:43:48,+019:24:00,187, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240773,2018,59.446575342465756,2033,LODZ,PL,+51:43:48,+019:24:00,187, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240773,2019,56.56438356164384,2033,LODZ,PL,+51:43:48,+019:24:00,187, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240773,2020,53.27049180327869,2033,LODZ,PL,+51:43:48,+019:24:00,187, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240773,2021,52.37260273972603,2033,LODZ,PL,+51:43:48,+019:24:00,187, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240774,2017,50.35616438356164,926,SULEJOW,PL,+51:21:12,+019:51:59,188, SS3,1974-08-01,2022-09-30,26,Miroslaw Mietus
240774,2018,60.583561643835615,926,SULEJOW,PL,+51:21:12,+019:51:59,188, SS3,1974-08-01,2022-09-30,26,Miroslaw Mietus
240774,2019,58.726027397260275,926,SULEJOW,PL,+51:21:12,+019:51:59,188, SS3,1974-08-01,2022-09-30,26,Miroslaw Mietus
240774,2020,55.80054644808743,926,SULEJOW,PL,+51:21:12,+019:51:59,188, SS3,1974-08-01,2022-09-30,26,Miroslaw Mietus
240774,2021,54.12328767123287,926,SULEJOW,PL,+51:21:12,+019:51:59,188, SS3,1974-08-01,2022-09-30,26,Miroslaw Mietus
240775,2017,47.797260273972604,927,WLODAWA,PL,+51:33:12,+023:31:46,177, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240775,2018,55.104109589041094,927,WLODAWA,PL,+51:33:12,+023:31:46,177, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240775,2019,60.90684931506849,927,WLODAWA,PL,+51:33:12,+023:31:46,177, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240775,2020,56.80601092896175,927,WLODAWA,PL,+51:33:12,+023:31:46,177, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240775,2021,57.654794520547945,927,WLODAWA,PL,+51:33:12,+023:31:46,177, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240776,2017,47.48189415041783,779,SLUBICE,PL,+52:20:55,+014:37:11,53, SS3,2015-05-01,2022-09-30,26,Miroslaw Mietus
240776,2018,62.794444444444444,779,SLUBICE,PL,+52:20:55,+014:37:11,53, SS3,2015-05-01,2022-09-30,26,Miroslaw Mietus
240776,2019,57.552486187845304,779,SLUBICE,PL,+52:20:55,+014:37:11,53, SS3,2015-05-01,2022-09-30,26,Miroslaw Mietus
240776,2020,57.77049180327869,779,SLUBICE,PL,+52:20:55,+014:37:11,53, SS3,2015-05-01,2022-09-30,26,Miroslaw Mietus
240776,2021,49.79178082191781,779,SLUBICE,PL,+52:20:55,+014:37:11,53, SS3,2015-05-01,2022-09-30,26,Miroslaw Mietus
240777,2017,43.21917808219178,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240777,2018,58.843835616438355,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240777,2019,51.30684931506849,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240777,2020,52.22677595628415,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240777,2021,45.37260273972603,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240778,2017,46.5531914893617,25140,POZNAN,PL,+52:11:59,+018:39:37,115, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240778,2017,46.5531914893617,206,POZNAN,PL,+52:11:59,+018:39:37,115, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240778,2018,61.38172043010753,25140,POZNAN,PL,+52:11:59,+018:39:37,115, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240778,2018,61.38172043010753,206,POZNAN,PL,+52:11:59,+018:39:37,115, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240778,2019,55.940054495912804,25140,POZNAN,PL,+52:11:59,+018:39:37,115, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240778,2019,55.940054495912804,206,POZNAN,PL,+52:11:59,+018:39:37,115, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240778,2020,49.601246105919,25140,POZNAN,PL,+52:11:59,+018:39:37,115, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240778,2020,49.601246105919,206,POZNAN,PL,+52:11:59,+018:39:37,115, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240778,2021,44.18356164383562,25140,POZNAN,PL,+52:11:59,+018:39:37,115, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240778,2021,44.18356164383562,206,POZNAN,PL,+52:11:59,+018:39:37,115, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240781,2017,47.62465753424657,922,TERESPOL,PL,+52:04:43,+023:37:19,133, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240781,2018,59.21369863013699,922,TERESPOL,PL,+52:04:43,+023:37:19,133, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240781,2019,58.47397260273973,922,TERESPOL,PL,+52:04:43,+023:37:19,133, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240781,2020,54.614754098360656,922,TERESPOL,PL,+52:04:43,+023:37:19,133, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240781,2021,55.64383561643836,922,TERESPOL,PL,+52:04:43,+023:37:19,133, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240783,2017,43.728767123287675,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240783,2018,59.827397260273976,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240783,2019,52.008720930232556,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240783,2020,55.583561643835615,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240783,2021,49.16986301369863,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240784,2017,45.42739726027397,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240784,2018,59.21369863013699,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240784,2019,52.391780821917806,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240784,2020,51.42896174863388,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240784,2021,48.78082191780822,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240785,2017,43.50684931506849,2027,TORUN,PL,+53:02:31,+018:35:44,69, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240785,2018,58.172602739726024,2027,TORUN,PL,+53:02:31,+018:35:44,69, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240785,2019,52.25479452054795,2027,TORUN,PL,+53:02:31,+018:35:44,69, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240785,2020,51.377049180327866,2027,TORUN,PL,+53:02:31,+018:35:44,69, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240785,2021,48.76164383561644,2027,TORUN,PL,+53:02:31,+018:35:44,69, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240786,2017,37.35342465753425,2028,MLAWA,PL,+53:06:15,+020:21:40,147, SS3,1972-12-01,2022-09-30,26,Miroslaw Mietus
240786,2018,52.78904109589041,2028,MLAWA,PL,+53:06:15,+020:21:40,147, SS3,1972-12-01,2022-09-30,26,Miroslaw Mietus
240786,2019,47.07397260273972,2028,MLAWA,PL,+53:06:15,+020:21:40,147, SS3,1972-12-01,2022-09-30,26,Miroslaw Mietus
240786,2020,43.256830601092894,2028,MLAWA,PL,+53:06:15,+020:21:40,147, SS3,1972-12-01,2022-09-30,26,Miroslaw Mietus
240786,2021,42.85753424657534,2028,MLAWA,PL,+53:06:15,+020:21:40,147, SS3,1972-12-01,2022-09-30,26,Miroslaw Mietus
240788,2017,42.807162534435264,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240788,2018,55.637119113573405,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240788,2019,56.45,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240788,2020,50.99723756906077,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240788,2021,50.13259668508287,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240790,2017,52.56353591160221,205,HEL,PL,+54:36:13,+018:48:43,1, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240790,2018,62.961643835616435,205,HEL,PL,+54:36:13,+018:48:43,1, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240790,2019,59.6551724137931,205,HEL,PL,+54:36:13,+018:48:43,1, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240790,2020,55.40547945205479,205,HEL,PL,+54:36:13,+018:48:43,1, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240790,2021,54.49589041095891,205,HEL,PL,+54:36:13,+018:48:43,1, SS3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240791,2017,38.244505494505496,396,ELBLAG,PL,+54:13:24,+019:32:37,189, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240791,2018,54.11506849315069,396,ELBLAG,PL,+54:13:24,+019:32:37,189, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240791,2019,49.07123287671233,396,ELBLAG,PL,+54:13:24,+019:32:37,189, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240791,2020,46.16393442622951,396,ELBLAG,PL,+54:13:24,+019:32:37,189, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
240791,2021,43.70054945054945,396,ELBLAG,PL,+54:13:24,+019:32:37,189, SS3,1961-01-01,2022-09-30,26,Miroslaw Mietus
912125,2017,109.5,25149,LEBORK,PL,+54:33:00,+017:45:00,41, SS4,1993-03-25,2020-02-29,,
912125,2018,39.285714285714285,25149,LEBORK,PL,+54:33:00,+017:45:00,41, SS4,1993-03-25,2020-02-29,,
912125,2019,41.0,25149,LEBORK,PL,+54:33:00,+017:45:00,41, SS4,1993-03-25,2020-02-29,,
912125,2021,44.9,25149,LEBORK,PL,+54:33:00,+017:45:00,41, SS4,1993-03-25,2020-02-29,,
912135,2017,7.0,205,HEL,PL,+54:36:00,+018:49:00,3, SS4,1993-03-25,2020-02-29,,
912135,2019,54.0,205,HEL,PL,+54:36:00,+018:49:00,3, SS4,1993-03-25,2020-02-29,,
912135,2020,1.0,205,HEL,PL,+54:36:00,+018:49:00,3, SS4,1993-03-25,2020-02-29,,
912185,2017,65.0,2023,KETRZYN,PL,+54:04:00,+021:22:00,110, SS4,1993-03-25,2020-02-29,,
912205,2019,34.0,208,SZCZECIN,PL,+53:24:00,+014:37:00,7, SS4,1993-03-25,2020-02-29,,
912210,2017,43.702777777777776,25142,RESKO,PL,+53:46:00,+015:25:00,56, SS4,1993-03-25,2020-02-29,,
912210,2018,69.39236111111111,25142,RESKO,PL,+53:46:00,+015:25:00,56, SS4,1993-03-25,2020-02-29,,
912210,2019,54.92857142857143,25142,RESKO,PL,+53:46:00,+015:25:00,56, SS4,1993-03-25,2020-02-29,,
912210,2020,56.44444444444444,25142,RESKO,PL,+53:46:00,+015:25:00,56, SS4,1993-03-25,2020-02-29,,
912210,2021,51.4,25142,RESKO,PL,+53:46:00,+015:25:00,56, SS4,1993-03-25,2020-02-29,,
912230,2017,60.0,8943,PILA,PL,+53:08:00,+016:45:00,73, SS4,1993-03-25,2020-02-29,,
912230,2018,69.0,8943,PILA,PL,+53:08:00,+016:45:00,73, SS4,1993-03-25,2020-02-29,,
912295,2017,32.0,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151, SS4,1993-03-25,2020-02-29,,
912295,2018,126.75,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151, SS4,1993-03-25,2020-02-29,,
912295,2019,79.8,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151, SS4,1993-03-25,2020-02-29,,
912295,2020,93.0,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151, SS4,1993-03-25,2020-02-29,,
912295,2021,59.666666666666664,204,BIALYSTOK,PL,+53:06:00,+023:10:00,151, SS4,1993-03-25,2020-02-29,,
912360,2017,68.42857142857143,25141,PLOCK,PL,+52:35:00,+019:44:00,109, SS4,1993-03-25,2020-02-29,,
912360,2018,82.5,25141,PLOCK,PL,+52:35:00,+019:44:00,109, SS4,1993-03-25,2020-02-29,,
912360,2019,54.5,25141,PLOCK,PL,+52:35:00,+019:44:00,109, SS4,1993-03-25,2020-02-29,,
912360,2020,99.33333333333333,25141,PLOCK,PL,+52:35:00,+019:44:00,109, SS4,1993-03-25,2020-02-29,,
912360,2021,55.666666666666664,25141,PLOCK,PL,+52:35:00,+019:44:00,109, SS4,1993-03-25,2020-02-29,,
912415,2017,101.66666666666667,25138,LEGNICA,PL,+51:12:00,+016:12:00,124, SS4,1993-03-25,2020-02-29,,
912418,2017,56.0,923,LESZNO,PL,+51:50:00,+016:32:00,92, SS4,1993-03-25,2020-02-29,,
912418,2018,85.5,923,LESZNO,PL,+51:50:00,+016:32:00,92, SS4,1993-03-25,2020-02-29,,
912435,2020,165.0,2032,KALISZ,PL,+51:47:00,+018:04:59,140, SS4,1993-03-25,2020-02-29,,
912435,2021,17.0,2032,KALISZ,PL,+51:47:00,+018:04:59,140, SS4,1993-03-25,2020-02-29,,
912455,2017,31.0,924,WIELUN,PL,+51:13:00,+018:34:00,201, SS4,1993-03-25,2020-02-29,,
912455,2018,124.0,924,WIELUN,PL,+51:13:00,+018:34:00,201, SS4,1993-03-25,2020-02-29,,
912455,2020,130.0,924,WIELUN,PL,+51:13:00,+018:34:00,201, SS4,1993-03-25,2020-02-29,,
912488,2017,31.0,8959,KOZIENICE,PL,+51:34:00,+021:33:00,126, SS4,1993-04-21,2020-02-29,,
912488,2019,102.66666666666667,8959,KOZIENICE,PL,+51:34:00,+021:33:00,126, SS4,1993-04-21,2020-02-29,,
912495,2019,144.0,25139,LUBLIN RADAWIEC,PL,+51:13:00,+022:24:00,240, SS4,1993-03-25,2019-08-17,,
912540,2017,77.0,928,RACIBORZ,PL,+50:03:00,+018:12:00,206, SS4,1993-03-25,2020-02-29,,
912560,2019,89.75,25132,KATOWICE,PL,+50:14:00,+019:02:00,284, SS4,1993-03-25,2020-02-29,,
912560,2020,62.0,25132,KATOWICE,PL,+50:14:00,+019:02:00,284, SS4,1993-03-25,2020-02-29,,
912560,2021,107.5,25132,KATOWICE,PL,+50:14:00,+019:02:00,284, SS4,1993-03-25,2020-02-29,,
912580,2017,9.0,207,RZESZOW-JASIONKA,PL,+50:06:00,+022:03:00,201, SS4,1993-03-25,2017-11-05,,
912580,2021,48.0,207,RZESZOW-JASIONKA,PL,+50:06:00,+022:03:00,201, SS4,1993-03-25,2017-11-05,,
912600,2017,12.5,930,BIELSKO-BIALA,PL,+49:48:00,+019:00:00,399, SS4,1993-03-25,2020-02-29,,
912600,2018,61.25,930,BIELSKO-BIALA,PL,+49:48:00,+019:00:00,399, SS4,1993-03-25,2020-02-29,,
912660,2019,110.66666666666667,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SS4,1993-03-25,2020-02-29,,
912660,2020,112.33333333333333,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SS4,1993-03-25,2020-02-29,,
912660,2021,31.0,932,NOWY SACZ,PL,+49:37:00,+020:42:00,295, SS4,1993-03-25,2020-02-29,,
912690,2018,73.0,933,LESKO,PL,+49:28:00,+022:21:00,422, SS4,1993-03-25,2020-02-28,,
